	Question	Reponse
25316	Mon fils était en placement anticipé et en classe d'honneur pendant le lycée. Il est ensuite allé dans une université prestigieuse pour devenir ingénieur aérospatial. Il ne cesse de m'étonner par son intelligence et de m'admirer par les efforts qu'il déploie pour réaliser ses rêves.	Wow !  On dirait que votre enfant est très intelligent et doué !  Vous devez être très fière de lui !
25323	Plutôt bien. La partie la plus difficile pour la plupart d'entre nous a été la chute de la confiance aveugle, mais à la fin, la plupart d'entre nous ont appris à faire confiance à l'autre.	Génial !  Espérons que ce que vous avez appris au cours de cordes se traduise sur le lieu de travail.
25330	Merci pour vos aimables paroles.	De rien ! Vous avez toute la vie devant vous, vous êtes une star.
25350	Merci. J'aurais aimé que mon amour pour lui puisse le garder en vie.	Avez-vous d'autres animaux de compagnie ?
25359	Je suis allé chercher ma voiture chez le mécanicien et j'ai trouvé une énorme rayure sur le côté ! Ils disent qu'ils ne l'ont pas fait ! Je suis tellement en colère !	Je ne suis pas surpris qu'ils aient nié toute faute. Je pense que c'est typique des mécaniciens. Que comptez-vous faire ?
25360	Je suppose que je ne peux rien faire d'autre que d'écrire une mauvaise critique.	Je pense que les mauvaises critiques sont importantes. Beaucoup de gens les utilisent pour déterminer où ils vont pour un service. Vous pouvez épargner à quelqu'un d'autre les problèmes que vous avez eus.
25364	C'est vraiment le cas. Je me sentais si mal à propos de mes actions, mais ça ne m'a pas empêché de le faire au moins une autre fois.	J'ai compris, et bien j'espère que vous vous sentez mieux maintenant !
25368	Je fais des thèmes avec moi et mes enfants. Nous étions tous des méchants de bandes dessinées l'année dernière. 	Qu'allez-vous faire cette année ?
25371	J'ai préparé tout mon matériel pour une partie de chasse le week-end prochain.	Qu'est-ce que vous chassez ?
25377	C'est sûr, je ne m'y attendais pas du tout	J'espère que vous apprécierez beaucoup votre carte !
25390	On jouait au foot, on allait à la plage, on faisait du vélo. Un tas de trucs. On n'a pas arrêté de bouger et de faire s'inquiéter nos parents	J'étais moi-même une personne qui aime le plein air. Vous êtes déjà allés à la piscine ?
25395	Mon chat a une insuffisance rénale terminale. Il n'y a pas de traitement.	Oh, je suis vraiment désolé ! J'avais un chien que nous aimions tant et qui avait du diabète... nous lui donnions des injections d'insuline deux fois par jour mais nous l'avons perdu. Je peux comprendre ce que vous ressentez...
25396	Ça craint vraiment. C'est assez courant chez les chats et je savais que le diagnostic allait tomber, mais ça ne rend pas les choses plus faciles. Je suis désolé d'apprendre pour votre chien.	Nos animaux de compagnie sont notre famille... ce n'est pas facile de les voir souffrir... Je compatis avec vous. Et merci pour notre chien.
25398	Exactement ça ! Le paradis ! Nous vivions une vie de rêve... chaque jour était comme des vacances. J'aimerais qu'on puisse y retourner.	Eh bien, j'espère pour vous qu'un jour vous le pourrez. Peut-être la retraite ! Mec, ça serait génial.
25399	Je sais que beaucoup de gens souffrent déjà du changement climatique, mais je crois que si les politiciens prennent les bonnes mesures maintenant, nous pouvons encore sauver la planète	Je ne pourrais pas être plus d'accord avec vous. Mais il semble que beaucoup de politiciens ne se soucient pas ou ne mettent pas assez de ressources dans la lutte contre le changement climatique.
25402	Ils avaient tenté de se suicider. C'était très dur à entendre mais heureusement, ils obtiennent l'aide dont ils ont besoin.	C'est terrible, vous avez dû être dévasté, j'espère qu'il trouvera l'aide dont il a besoin.
25405	C'est ce que je veux te demander lol	Eh bien, j'irais au rendez-vous puis j'achèterais un gros cadeau à l'enfant.
25407	C'est un grand sentiment	"c'est vrai. Attendez juste qu'il dise ""dada"" vous allez fondre lol."
25412	Vous savez, au travail, un de mes collègues chante tout le temps pour lui-même, ça m'énerve	Oh là là, mais est-ce que vous avez le droit de chanter au travail ? Ça doit être tellement ennuyeux.
25415	Oui, c'est vrai ! Si j'avais su, je ne serais jamais allé avec lui.	Pas besoin d'aller aussi loin, assurez-vous simplement que votre ami n'a pas vu le film avant et sortez l'apprécier.
25420	J'ai été déployé à l'étranger deux fois dans ma vie, laissant ma femme s'occuper des siens.	Je parie que vous détestez devoir partir et je suis sûr que vous lui manquez.
25421	Je l'ai fait, mais ça fait des années depuis mon dernier déploiement. C'est juste agréable de savoir qu'elle est une personne assez forte pour tenir le fort.	Vous devez être fière d'elle. C'est génial.
25428	J'ai décidé de changer d'emploi récemment, mais je ne suis pas sûr de ma décision.	Vous n'aimez pas votre nouveau travail ?
25430	Je me sens un peu seul maintenant. Je ne sors pas beaucoup avec mes amis. Je suis désolé que tu te sentes seul.   	Pourquoi ne vois-tu plus tes amis ? Êtes-vous tous trop occupés ?
25436	Mon voisin n'arrête pas de faire du bruit à 2 heures du matin.	Je suis vraiment désolé ! Vous êtes-vous plaint ?
25439	Oui, c'était une période très intéressante. Je souhaite continuer à lui parler malgré le fait que je vive dans des endroits différents	Je suis content que vous ayez fait amende honorable à ce moment-là et qu'il n'y ait pas eu de drame.
25441	Seulement pour les funérailles, malheureusement. Mes deux parents sont morts depuis. Une réalité désagréable de la vie, j'en ai peur.	Je suis désolé d'entendre ça. Vous êtes né là-bas ?
25444	Je suis rentré du travail l'autre jour et toute la maison était impeccable	Super ! Voulez-vous envoyer la fée du nettoyage chez moi ?!
25445	C'était ma fille. Je ne lui avais même pas demandé !	Quelle merveilleuse fille vous avez. Elle a un très bon cœur. Vous avez manifestement été un excellent parent !
25446	Je pense que oui. Je devrais me faire plaisir... peut-être elle aussi... 	Vous devriez y aller les deux :) Peut-être aller chez un glacier ou dans un spa ?
25448	L'autre jour, je n'avais plus de savon à lessive, quand je suis allée au magasin, j'ai pris une marque que je n'avais pas utilisée depuis des années.	Ça a bien marché pour vous ?
25467	C'était génial. Je viens d'accoucher la semaine dernière. C'est le plus heureux que j'ai jamais été.	C'est cool ! Félicitations encore une fois pour votre nouvel ajout, je vais vous garder dans mes pensées et prier pour que vous puissiez dormir dans les 12 prochains mois haha.
25468	Mon fils est arrivé premier de sa classe et a été placé sur le tableau d'honneur.	C'est une excellente nouvelle !  Vous devez être très fiers de lui !
25474	J'ai fumé des cigarettes pendant presque toute une décennie. Rétrospectivement, c'est légèrement embarrassant.	Ne soyez pas gêné. Vous savez que vous aviez un problème et vous êtes meilleur maintenant.
25478	Jusqu'à présent, être parent n'a pas été aussi difficile que je l'avais prévu. Ma fille est géniale !	C'est génial d'entendre que les choses se passent bien pour vous.
25479	Merci, cela signifie beaucoup pour moi !	Je suis sûr que les choses continueront à aller bien puisque vous avez une attitude positive à ce sujet.
25480	Je suis retourné à l'université il y a quelques années après l'avoir abandonnée près de 20 ans auparavant.	Comment vous sentez-vous ?
25482	Depuis que je suis indépendant, je suis toujours à la recherche de nouvelles opportunités pour augmenter mes revenus.  Ça fait du bien d'être financièrement indépendant	Oh cool !  Je parie que c'est aussi agréable de ne pas avoir un patron qui vous souffle dans le cou, non ?
25485	Ils sont de méchants petits corps occupés qui pensent que l'argent pousse sur les arbres.	J'espère que vous leur avez appris que ce n'est pas le cas !
25488	Mon père est décédé il y a deux ans, mais ma mère vit maintenant dans mon quartier. Je suis si reconnaissante qu'elle vive près d'ici et qu'elle soit toujours là avec nous. C'est une mère merveilleuse.	Je suis heureuse qu'elle vive près de chez vous. Cela doit te faire sentir spéciale. Ma mère est morte alors je comprends ce que tu ressens.
25489	Je suis désolé d'entendre ça, je sais que c'est si dur de perdre un parent. Je pense qu'on les prend pour acquis quand on est plus jeune, mais j'ai de la chance qu'elle soit encore là.	Je suis heureuse que ta mère soit toujours là. Chérissez les jours que vous passez ensemble.
25500	Je viens de gagner 300 dollars sur un ticket à gratter. Je me sens vraiment bien. Je peux payer quelques factures avec.	C'est une excellente nouvelle. C'est beaucoup d'argent à gagner. Je suis heureux pour vous.
25501	Je ne pouvais pas le croire. C'est vraiment pratique. Je me sens si chanceux.	Oh oui, vous pouvez vous détendre un peu et payer quelques factures.
25503	Oui c'est vrai, ils sont tentés d'acheter mais difficiles à gagner.	Je connais ce sentiment. Vous êtes-vous fait plaisir après avoir gagné ?
25520	Un ami âgé m'a donné mille dollars à garder pour lui.	Il doit avoir une grande confiance en vous.
25521	Je le pense et je ne le laisserai pas tomber. Je l'ai invité à dîner.	J'espère que vous vous amuserez.
25545	Mon ami de l'autre côté du continent est venu hier ! J'étais si heureux de ça	C'est génial. Qu'est-ce que vous avez fait ?
25549	J'ai essayé d'acheter une voiture mais mon crédit est si mauvais. J'ai même essayé de le réparer, mais en vain.	Parfois, il faut juste un peu de temps et vous devez rester proactif. Je sais que ça peut être décevant.
25553	J'aime regarder les vieux albums de famille	Votre famille vous manque-t-elle ?
25561	Je n'ai pas pu payer le loyer ce mois-ci.	Ohh mec, je suis vraiment désolé.  Cela m'est arrivé plusieurs fois au cours des cinq dernières années.  Avez-vous contacté votre propriétaire ?
25577	Quand j'étais plus jeune, j'avais de la famille et aussi ma petite amie.	C'est cool. Qu'est-ce que vous avez fait ?
25580	Je suis optimiste quant à mon avenir.  Le fait d'être à mon compte et d'avoir des tonnes d'idées qui me viennent tous les jours me rend assez confiant et je suis sûr que je serai très vite en pleine forme	Je parie que vous serez en pleine forme. J'espère que vous vous souviendrez des gens plus pauvres comme moi.
25582	Je me souviens de la première fois où je suis allée au cinéma. C'était avec mes amis et j'étais impatient d'y aller.	Et quel film avez-vous vu ?
25585	Merci.  Je l'espère.  J'ai travaillé si dur.	J'espère que vous le saurez bientôt.
25587	Il a été renversé par une voiture.	Oh non.  Le pauvre !  J'espère que vous tenez le coup.
25589	Oui, j'ai toujours aimé lire.  Rien de tel que de lire un bon livre et un verre de vin rouge pour être de nouveau heureux après une dure semaine.	Oui, se blottir dans son lit avec ces choses peut vous détendre comme rien d'autre !
25594	J'ai assisté à la cérémonie de remise des prix de ma fille à l'école récemment.	Comment avez-vous vécu cette expérience ?
25595	C'était vraiment merveilleux de la voir remporter autant de prix.	Vous avez dû être fière.  Mais elle n'en serait pas là si vous ne l'aviez pas constamment poussée à faire de son mieux.
25596	Dans mon travail, un collègue s'est attribué le mérite d'un travail que j'avais terminé. Quand je l'ai découvert, je suis allé voir mon patron et j'ai tout arrangé.	Bon travail.  Votre collègue a l'air d'être une petite salope louche. Vous lui avez fait savoir ce qui se passait ?
25603	Oui ! Je me sens mal de lui mentir, mais je ne le ferais que pour son propre bien.  Mais ça me harcèle déjà.  Je pourrais avancer la date de la fête pour ne pas avoir à mentir trop souvent !	Je sais que c'est difficile, mais ce n'est pas grave si vous le faites pour les bonnes raisons.  Vous pourrez tous en rire quand tout sera fini.  Amusez-vous bien !
25604	L'autre jour au travail, quand j'étais dans l'ascenseur, j'ai réalisé que j'avais un bouton supplémentaire de ma chemise déboutonné,	Oh bon sang, je sais comment c'est. Depuis combien de temps pensez-vous que c'était comme ça ?
25605	Je ne suis pas sûr, je me demandais juste qui étaient les gens que j'avais rencontrés.	C'est assez intéressant. Eh bien, j'espère que vous allez régler tout ça !
25606	Je me promenais un soir dans une banlieue de Boston lorsque nous avons entendu les cris d'un jeune animal. C'était un bébé chaton, sans collier, dans un soupirail.	Pauvre chose ! Qu'avez-vous fait ?   L'avez-vous ramené chez vous ?
25607	Nous l'avons fait, et nous avons fini par l'adopter. Il était encore si jeune qu'il avait besoin de lait maternisé, mais maintenant il est en pleine forme !	C'est génial que vous ayez pris autant soin de lui.
25613	Non, plus maintenant. J'aimerais le faire, mais je suis devenu un peu paresseux depuis cette époque.	Eh bien, vous pouvez commencer doucement, je suis sûr que vous retrouverez votre motivation.
25620	Il y a eu du bruit à ma porte tous les soirs à la même heure. Je vérifie et il n'y a rien.	Peut-être que quelqu'un vous joue un tour.
25624	J'ai ressenti le besoin d'aider quand le bébé oiseau était tout seul. C'est gentil de votre part.  	Vous l'avez gardé comme animal de compagnie ?
25634	Hier, je conduisais sur l'autoroute locale quand soudain une voiture s'est arrêtée juste devant moi !	Vous avez eu un accident ?
25638	Je suis satisfait de ma vie. Je n'ai pas à me plaindre, heureusement !	C'est merveilleux à entendre, tant mieux pour vous. Il y a beaucoup trop de folie dans le monde qui rend les gens malheureux. C'est agréable d'entendre que quelqu'un va bien et est heureux.
25641	Je ne suis pas heureux qu'il semble qu'elle n'ait plus beaucoup de temps à passer avec moi.	Je suis désolé.  Assurez-vous de lui tendre la main et dites-lui ce que vous ressentez.  Si c'est une bonne amie, elle comprendra et fera un effort pour trouver du temps pour vous, mais ne laissez pas cela vous rendre amer.
25643	Il a pris la seule belle bague que j'avais et un tas d'affaires de notre sous-sol et notre télé.  C'était effrayant !  D'habitude, j'ai le sommeil léger, mais je ne l'ai même pas entendu. Je cherche un système d'alarme.	C'est vraiment horrible.  J'imagine que vous ne vous sentirez plus en sécurité tant que vous n'aurez pas l'alarme.  Tu peux aussi prendre un gros chien pour t'aider à te protéger.
25649	C'est sorti tout seul, je ne voulais pas. Je ne me suis jamais sentie aussi mal pour quelque chose.	Peut-être que vous pouvez le dire à votre ami(e) et lui demander de vous pardonner.
25650	Je me suis entraîné très dur, donc je crois que je serai bien dans une course de 5 km que j'ai la semaine prochaine	Eh bien, si vous vous êtes entraîné aussi dur que vous l'avez dit, je suis sûr que vous ferez très bien !
25653	En partie, je me suis bien débrouillé à l'entretien. J'essaie juste de garder le moral pendant qu'ils prennent leur décision.	Eh bien, j'espère que vous l'aurez. Bonne chance !
25655	Je ne sais pas encore, j'espère avoir des nouvelles la semaine prochaine. J'ai confiance en mes chances, ce qui rend l'attente un peu plus facile.	Je suis heureux que vous soyez si confiant quant à vos perspectives. J'espère que vous aurez très bientôt des nouvelles de leur part.
25660	J'espère que vous n'aurez jamais de calculs rénaux, mais j'en ai eu plusieurs.  Il y a un mois, j'ai dû me faire opérer parce que l'un d'eux était logé et trop gros pour passer.	Aïe, ça a l'air si douloureux !  Non, je n'en ai jamais eu.  Savez-vous que vous pouvez les éviter à l'avenir ?
25661	Non, j'aimerais bien.  Mais, en dépit de tout ça, j'ai une femme tellement géniale.  Elle a pris soin de moi après l'opération.  Pendant plus de deux semaines, elle a été si prévenante et serviable pour tous mes besoins.  J'étais déprimé, mais elle m'a vraiment aidé.	C'est génial que votre femme ait pris autant soin de vous !   J'espère que vous vous sentez maintenant complètement rétabli.
25666	J'étais dans un chat de groupe hier soir et j'ai oublié d'éteindre la caméra, quand j'ai quitté le chatroom.	Oh, ce n'est jamais bon. Est-ce que le groupe vous a vu faire quelque chose d'embarrassant ?
25669	Oui ! Mon préféré ! Il ne fait ni trop froid ni trop chaud et il y a tant de beauté tout autour ! C'est bientôt le moment de sortir tous les vêtements d'hiver.	L'hiver ne me dérange pas non plus, mais vous avez raison, la température est idéale en automne.
25673	Non, je ne sais pas qui c'était et c'est mieux pour eux que ça reste ainsi, ou je leur ferai payer et les dénoncerai à la police.	Vous devriez chercher des caméras dans le coin, elles pourraient vous aider à attraper le coupable.
25683	Oui, il n'y a pas de meilleure satisfaction, à mon avis, qu'une maison propre. :) Ma sœur est en visite avec ses enfants. Ils restent une semaine ici, chez moi. Je suis sûr que la maison va être saccagée à la fin.	Je suis tout à fait d'accord.  La mienne peut être saccagée en 10 minutes par les enfants. ha ha. Oh, comme c'est amusant !  J'espère que vous passerez un bon moment !  Oui, vous allez probablement devoir tout nettoyer à nouveau à la fin, mais ça en vaut la peine.
25685	Oui, j'ai dû prendre un cours en ligne pendant l'été mais ça a marché	Félicitations ! L'attente des résultats peut être très stressante - tout est hors de votre contrôle et tout ce que vous pouvez faire est d'attendre.
25688	Mon voisin s'assoit sur son balcon les fesses à l'air parfois.	Ça semble assez inquiétant.  Avez-vous appelé les flics ?
25691	Je suis très nerveuse.  C'est complètement optionnel donc je pourrais juste l'annuler.	Si vous décidez de le faire, je vous souhaite le meilleur et une guérison rapide !
25696	Je vais à la plage demain et je crois que j'ai emballé tout ce dont nous aurons besoin là-bas.	Oh, comme c'est excitant ! J'adore la plage ! Apportez-vous beaucoup d'encas et de boissons ?
25697	J'en apporte et de la bière aussi, mais j'espère avoir pensé à tout le reste : maillot de bain, bouées de sauvetage, jouets de plage, serviettes, crème solaire, etc.	Oh oui, n'oubliez pas la crème solaire. Très important ! Eh bien, j'espère que vous vous amuserez tous là-bas ! Je suis jalouse !
25698	J'ai réparé la maison du mieux que j'ai pu. Je suis certain qu'elle se vendra très vite.	J'espère bien. Pourquoi voulez-vous déménager ?
25704	Nous avons eu un énorme serpent noir dans notre jardin aujourd'hui et nous n'avons pas pu l'attraper. Maintenant, je regarde partout quand je vais dehors. En attendant qu'il me choque.	Je suppose que vous allez devoir évacuer ou quelque chose comme ça !
25712	Je suis allé à la salle de sport aujourd'hui pour m'inscrire à une promotion qui devait me permettre de bénéficier d'un mois gratuit. Mais il s'est avéré que la promotion avait expiré.	Oh non ! Je déteste quand ce genre de chose arrive. Vous pouvez parfois l'obtenir si vous essayez de parler au manager.
25713	J'ai essayé mais il n'était pas disponible à ce moment-là, je suppose que je vais réessayer demain.	Oui... parfois les responsables des salles de sport ont tendance à ne pas être là, ce qui est pénible. J'espère que ça va marcher pour vous, cependant !
25720	Je suis persuadé qu'un régime fruitier me donnera plus d'énergie et de bonheur.	Hmm, n'avez-vous pas aussi besoin de graisses et de protéines dans votre alimentation ?
25732	L'époque où j'étais jeune et où je vivais à la maison me manque. Nous avions une belle maison et tout ce que j'avais à faire était de travailler à l'école et de jouer avec mes amis.	C'est vrai, vous devez être nostalgique, les enfants retournent à l'école et tout...
25739	Je me sens parfois mal pour l'apparence de nos vêtements et de notre maison	Aww, pourquoi ça ? Vous vivez dans une maison ancienne ?
25740	notre maison a été construite en 1926. c'est une maison solide mais qui a besoin de quelques mises à jour	Hey, ne vous inquiétez pas de ce que les autres pensent ! Tant que tu as un toit sûr au-dessus de ta tête et que ta famille est heureuse, c'est tout ce qui compte !
25744	Oui. J'essaie de compléter mes compétences.  En espérant avoir un travail mieux payé.	Je suis sûr que tu vas bien t'en sortir.  J'espère vraiment que vous obtiendrez un emploi mieux rémunéré.  Bonne chance !
25750	Merci, et très certainement ! Les parents peuvent avoir un grand impact dans la vie d'un enfant.	Oui je suis sûr que cela a fait ou fera de vous dans le futur un parent merveilleux aussi !
25751	J'attends des tests sanguins et autres que j'ai dû faire la semaine dernière, parce que je ne me sentais pas bien.	J'espère que vous vous rétablirez bientôt et que les tests seront concluants !
25768	Ouais, il fait des choses comme ça tout le temps. Il n'a pas d'argent pour le remplacer, non plus.	Peut-être que vous devriez lui parler et lui faire savoir à quel point c'est un problème sérieux pour vous.
25769	L'année dernière, un ouragan a frappé ma région. Heureusement, j'avais bien planifié et j'avais tout ce qu'il me fallait pour rester en sécurité. Je pense toujours à l'avenir comme ça.	Désolé d'entendre ça, je suis content que vous ayez été préparé.
25770	Oui, j'avais plein de nourriture, de piles, de premiers secours et de divertissement pour m'occuper. Ce n'était pas si mal.	Tu as fait le bon choix. Vous devriez toujours rester prêt pour un désastre.
25775	Je suis persuadé que je trouverai bientôt un emploi bien rémunéré qui me permettra de rembourser ma dette d'études	Ces paiements sont tellement élevés, assurez-vous d'obtenir votre plan en fonction de votre revenu, cela aide vraiment.
25776	Je vous remercie pour vos conseils.  Oui, c'est difficile, je suis heureux d'entendre que certaines écoles seront gratuites pour que les étudiants n'aient pas une telle charge.	Oui, les Etats-Unis profitent du besoin d'éducation. J'espère que vous trouverez un travail que vous aimez, et n'oubliez pas qu'ils ont beaucoup d'options de paiement.
25778	J'ai eu très peur et je ne le referai pas !	Est-ce que vous sortez toujours ensemble ?
25784	Il s'est avéré que c'était la pompe d'assèchement, je suppose qu'elle était vieille. Mais oui, ça m'a fait une peur bleue !	Oh, bien. J'en suis sûr !  Je n'aurais pas été capable de me rendormir après ça !  Vous devez remplacer la pompe ?
25788	C'est vrai ! Ça m'a rappelé quand ma mère avait l'habitude de les faire à partir de rien. 	Oh je vois. Vous êtes loin de chez vous ?
25795	Je n'ai pas vu mon fils depuis 2 ans, depuis qu'il est parti à l'armée.	Oh, ça doit être déchirant pour vous. Savez-vous où il se trouve ?
25806	Il était juste occupé par la vie. Mais il était chez moi quand je suis rentrée du travail.	Oh, c'est une bonne surprise. Je parie que vous vous êtes rattrapés l'un l'autre.
25811	J'ai un collègue qui met sa musique si fort que je peux l'entendre dans ses écouteurs. Je n'arrête pas de leur demander de baisser le son mais ils continuent à le remonter.	Ça doit vous mettre en colère. Pouvez-vous le dénoncer ?
25812	J'ai demandé à mon directeur de dire quelque chose. J'espère que cela se fera lundi. Je n'en peux plus.	Je comprends. J'espère qu'il va arranger ça pour vous.
25816	Oui, ils ont dû aller chercher des membres de leur famille. On leur a pardonné et tout va bien maintenant. 	C'est compréhensible. J'espère que vous avez eu une grande fête après !
25822	Non, mais je vais devoir l'emmener à nouveau.	J'espère que vous avez une assurance ?
25827	J'aime ma petite amie. Elle ne me tromperait jamais. 	C'est vraiment bien que vous ayez cette confiance.
25838	Un peu. Mais je pense que c'est normal. Je suis content qu'il commence à se faire de nouveaux amis.	Certainement. Ce sera probablement plus difficile pour toi que pour lui. A un merveilleux premier jour d'école maternelle pour vous deux !
25842	Je sais ! C'est fou comme le temps passe vite. Je sais qu'il fera de grandes choses.	Vous devez être très fière. J'ai hâte de voir ce qu'il fera ensuite.
25857	Ma famille est partie aujourd'hui après une longue visite chez moi. Ils me manquent déjà et j'aimerais vivre près d'eux.	Eh bien, espérons que vous les reverrez bientôt. Je suis sûr qu'ils le feront.
25858	Je les vois habituellement deux fois par an, peut-être vers Noël.  C'est tellement calme et ennuyeux maintenant.	Vous devez trouver de la joie dans votre vie, quelque chose qui vous passionne.
25859	J'attendais les résultats d'un test de grossesse chez le médecin.	Vous devez être anxieuse et excitée ! C'était prévu ?
25861	Je suis reconnaissant d'avoir pu réparer mon pneu avant qu'il ne soit à plat sur ma voiture	Heureusement que vous l'avez fait à temps !
25862	C'est vrai, je l'ai attrapé juste au moment où ça s'est passé et je l'ai apporté au magasin, ça n'a pas coûté aussi cher que je le pensais.	On dirait que ça a bien marché pour vous !
25877	J'ai aidé à donner des cours particuliers d'algèbre à mon neveu. Il a fini par avoir un A. Ça m'a fait très plaisir.	Vous avez l'air d'un oncle génial !  Vous devez être fier de lui !
25878	Je le suis tout à fait. Je pense que ça lui a donné le coup de pouce nécessaire pour continuer à avoir de bonnes notes.	C'est génial que vous soyez là pour l'aider !
25879	Je suis entré dans des toilettes publiques et j'en suis ressorti rapidement.	Je déteste demander pourquoi vous êtes ressortie.
25880	Toutes les toilettes avaient débordé et le sol était couvert d'une substance marron.	Dégoûtant, je ne vous en veux pas, les toilettes publiques sont toujours dégoûtantes.
25886	Cela fait environ un an. On a tous les deux déménagé après l'université.	Ce sera bien d'avoir un peu de temps pour rattraper le temps perdu. Amusez-vous bien !
25896	Merci !  C'est fou que je me sente aussi heureuse de celui-ci que je l'étais il y a 14 ans quand notre premier est né.	C'est génial. Vous avez un sacré ménage, on dirait !
25899	Je me souviens quand j'étais jeune. J'aimais la vie.	La vie était plus facile à l'époque, j'espère que vous aimez toujours la vie ?
25908	Eh bien, le père est aussi parti, donc pour moi, je me suis juste sentie très triste et isolée	Je suis vraiment désolée. Ma sœur était dans la même situation que vous et je peux vous dire qu'elle s'en est sortie et que sa fille a 9 ans maintenant.  Elle a continué à prendre un jour à la fois et à travailler dur et elle est retournée à l'école pour devenir infirmière. Vous aussi, vous pouvez le faire. Trouvez de vrais amis qui vous soutiendront quoi qu'il arrive.
25909	Je viens d'apprendre que la petite entreprise pour laquelle je travaille fait faillite. J'ai pleuré toute la journée de vendredi quand je l'ai appris parce que j'adore travailler pour eux	Je suis vraiment désolée d'entendre cela. Je suis sûre que vous trouverez un autre emploi, mais cela ne rend pas la situation moins douloureuse.
25921	Je suis rentré de l'école un après-midi et j'ai appris que mon chien avait été écrasé par une voiture.	Je suis vraiment désolé ! Vous avez dû être si triste. As-tu trouvé qui a fait ça ?
25924	On va à Vegas ! Je ne peux pas attendre !	J'espère que vous passerez un moment splendide ! Ça pourrait être génial.
25935	Donc, je suis allé faire un jogging autour du bloc hier. J'étais assez content de voir que deux femmes âgées me regardaient !	C'est une bonne chose.  Je parie que ça vous a fait vous sentir bien !
25943	Je n'ai pas eu la promotion au travail pour laquelle j'ai postulé.	C'est malheureux. Vous obtiendrez la prochaine, j'en suis sûr.
25944	J'espère bien, j'ai travaillé très dur pour celui-là.	Je parie que votre employeur sait toujours combien vous vous êtes investi.
25947	Mon mari et moi emmenons les enfants voir ma famille lundi. J'ai fait la lessive et les bagages pour que nous soyons prêts à partir.	Ça a l'air sympa ! Cela fait-il longtemps que vous n'avez pas vu votre famille ?
25949	J'ai vraiment aimé m'occuper des patients aux urgences dans mon précédent emploi.	Êtes-vous infirmière ?
25951	Boire un gallon de lait en une journée n'était pas une bonne idée	Aïe ! Je peux comprendre. Qu'est-ce qui vous a décidé à boire un gallon entier de lait en une journée ?
25969	Il y a environ un an, j'ai perdu ma grand-mère d'un cancer. J'étais très proche d'elle.	Je suis vraiment désolée. Je viens récemment de perdre mes deux grands-parents en l'espace d'un an. Je sais ce que vous ressentez.
25980	La meilleure chose est de ne pas avoir à expliquer quoi que ce soit à qui que ce soit. J'adore ça	C'est sûr. Depuis combien de temps avez-vous votre indépendance ?
25988	J'aime vraiment mon travail, je cherchais juste une meilleure opportunité.	Eh bien, j'espère que quelque chose d'autre se présentera pour vous !
26008	Les cafards me donnent la chair de poule. Je n'y retournerai pas avant d'avoir bombardé la maison.	Je ne vous en veux pas ! Attrapez-les tous !
26010	Je suis sûr qu'il le fera, nous sommes ensemble depuis ce qui semble être une éternité.	Eh bien je vous souhaite à tous les deux des années de bonheur ensemble !
26011	Je n'aime pas travailler avec des managers qui essaient de me micro-gérer	Moi non plus, je déteste quand ils ne vous laissent pas tranquille.
26014	Je ne m'attendais pas à ce qu'il y ait autant de monde si vite, je suis parti 5 minutes et on a été submergés !	Ça arrive, je suis sûr qu'ils ne vous en veulent pas !
26015	Parfois, après avoir mangé, j'ai confiance en un pet un peu trop fort	Est-ce que cela signifie ce que je pense ? Avez-vous eu une expérience de flatulence juteuse ?
26016	malheureusement trop souvent	Je me demande s'il y a quelque chose que vous pouvez faire à ce sujet.
26024	Oui ! Il était devant une épicerie... si chaud ! et tant de gens passaient par là et il demandait de l'aide. Il a eu une super maison !	C'est bien ! Les petits chiens comme lui font d'excellents compagnons. Vous avez l'intention de le garder ?
26027	Les dents sont bizarres, mais elles demandent aussi beaucoup d'entretien, ce qui est parfois irritant	Essayez toujours de vous brosser les dents au moins deux fois par jour, ça aide.
26040	Phoenix. Oui, elle a gardé le secret qu'elle a pu les avoir alors que j'ai échoué.	Génial, j'espère que vous passerez un bon moment au concert.
26041	J'espère vraiment être acceptée dans le programme d'orientation scolaire pour les études supérieures.	Pensez-vous avoir de bonnes chances ?
26045	Je me réveille parfois avec des frissons sans raison	C'est bizarre, avez-vous vu cela ?
26046	Je pense que ça vient de rêves dont je ne me souviens pas	C'est étrange, avez-vous peur quand vous vous réveillez ?
26051	J'aime vraiment regarder toutes les vieilles émissions de télévision qui passaient quand j'étais enfant. Je les regarde parfois avec mes enfants. Mais en général, ils me font me sentir très vieux quand on fait ça.	C'est drôle, c'est comme si vous pouviez voir vos enfants et vous voir en train de vivre ça quand vous étiez enfant.
26057	Demain, c'est mon premier jour dans un nouveau travail et une nouvelle carrière.	Wow ! Comme c'est excitant ! Que faites-vous ?
26061	J'ai travaillé très dur pour obtenir une promotion au travail et j'ai découvert hier que je ne l'ai pas eue.	Je suis désolé. Votre patron est quand même au courant de l'excellent travail que vous avez accompli.
26075	Je suis excité de penser à toutes les possibilités qui s'offrent à moi en ce moment	De quelles possibilités parlez-vous ?
26092	C'est sûr, mon esprit est assez énergique	Qu'est-ce qui vous a poussé à méditer ?
