Question	Reponse	Catégorie	Type	Source	FR?
Je suis très satisfait de ma vie en ce moment	t				
En effet, je suis dans un bon endroit	Je suis si heureux de l'entendre. Qu'est-ce qui va bien dans votre vie ?				
Quand j'essayais de tomber enceinte il y a quelques années, ma cousine de 15 ans a été accidentellement engrossée.	Oh non, tu as pu tomber enceinte ?				
Oui, je l'ai finalement fait environ 4 mois plus tard.	Félicitations ! Tu es toujours enceinte ?				
Ma copine m'a offert des places de concert pour voir mon groupe préféré. Je ne savais pas qu'elle avait fait ça pour moi. Je pensais que les billets étaient vendus.	Quel groupe ? C'est très gentil de sa part.				
Phoenix. Oui, elle a gardé le secret qu'elle a pu les avoir alors que j'ai échoué.	Génial, j'espère que vous passerez un bon moment au concert.				
J'espère vraiment être acceptée dans le programme d'orientation scolaire pour les études supérieures.	Pensez-vous avoir de bonnes chances ?				
Je pense que oui ! Je dois juste être prêt pour l'entretien.	L'entretien est pour bientôt ? Bonne chance.				
Mon grand-père m'a donné sa montre de poche	Wow, où l'a-t-il eue ?				
Kazakhstan, en 1948	C'est génial, content qu'il puisse le transmettre à la prochaine génération.				
Je me réveille parfois avec des frissons sans raison	C'est bizarre, avez-vous vu cela ?				
Je pense que ça vient de rêves dont je ne me souviens pas	C'est étrange, avez-vous peur quand vous vous réveillez ?				
Quelqu'un s'est introduit dans notre nouvelle maison, je ne pouvais pas le croire.	Oh mec, c'est tellement effrayant. Ils ont volé quelque chose ?				
Heureusement, ils ne l'ont pas fait. Je suis content qu'ils ne l'aient pas fait. C'était juste irréel.	Tu étais dans la maison ?				
Je me suis sentie beaucoup mieux en maillot de bain la dernière fois que j'en ai porté un depuis que j'ai perdu un peu de poids.	C'est génial ! Je suis heureuse pour toi !				
Merci, je me sens mieux dans l'ensemble aussi.	C'est ce qui est le plus important !				
J'aime vraiment regarder toutes les vieilles émissions de télévision qui passaient quand j'étais enfant. Je les regarde parfois avec mes enfants. Mais en général, ils me font me sentir très vieux quand on fait ça.	C'est drôle, c'est comme si vous pouviez voir vos enfants et vous voir en train de vivre ça quand vous étiez enfant.				
Ouais. Je suis sûr qu'ils pensent que je suis né dans les années 50 ou quelque chose comme ça. Ils disent toujours que les émissions sont vraiment très vieilles. haha	C'est vrai, c'est difficile d'imaginer qu'il y a eu une époque avant soi quand on est petit.				
Je n'ai pas pu atteindre mes objectifs à la salle de gym il y a quelques jours, et cela m'a aidé à réaliser où je me relâche dans d'autres domaines	Tu ressembles beaucoup à mon mari. Il aime vraiment aller à la salle de sport. La vie n'est pas juste s'il n'a pas de temps pour la gym.				
Ouais, c'est amusant de voir à quel point tu peux te conquérir, et c'est bien de pouvoir voir comment tu changes	Je suis d'accord. C'est plutôt cool de voir les changements. Je n'ai jamais vraiment eu envie d'aller à la salle de sport.				
Je suis content que ma femme et mon fils puissent rester à la maison pendant la journée	Ça a l'air bien ! Je suis sûr qu'ils l'apprécient beaucoup.				
Ils le font, c'est génial pour mon fils, je parie ! 	C'est un bon moment pour créer des liens. Quel âge a votre fils ?				
Demain, c'est mon premier jour dans un nouveau travail et une nouvelle carrière.	Wow ! Comme c'est excitant ! Que faites-vous ?				
Je suis chef de bureau dans une salle d'événements. Je pense que ça va être amusant mais je ne suis pas sûre d'être douée pour ça.	Si tu fais des efforts, je suis sûre que tu y arriveras.				
J'ai récemment fait du parachutisme. C'était une sensation forte. 	J'ai aussi fait du parachutisme ! C'était une expérience amusante.				
C'était excellent. Je me sens si vivante !	J'ai perdu l'ouïe pendant quelques heures après, mais à part ça, c'était une expérience merveilleuse.				
J'ai travaillé très dur pour obtenir une promotion au travail et j'ai découvert hier que je ne l'ai pas eue.	Je suis désolé. Votre patron est quand même au courant de l'excellent travail que vous avez accompli.				
Je pense qu'elle le fait ! Je l'aurai la prochaine fois !	Oui, tu y arriveras ! C'est une bonne attitude.				
Je pense que j'aurai du succès dans ma vie. J'aime la vie en ce moment !	C'est génial, quelque chose s'est produit récemment ?				
J'ai récemment terminé un nouvel album sur lequel je travaillais !	Génial ! Quel type de musique ?				
Je portais des shorts blancs l'autre soir au dîner et j'ai fait un pet	Wow c'est vraiment hilarant. Et très malheureux.				
Extrêmement et je faisais du commando	Wow c'est encore plus drôle... Mais encore plus malheureux.				
La mère de mon ami ne va pas très bien.	C'est dommage à entendre. Qu'est-ce qui ne va pas chez elle ?				
Elle est tombée soudainement, a dû être opérée et maintenant elle ne s'est pas réveillée.	C'est incroyablement horrible. Au moins l'opération a réparé la blessure (je suppose). Les médecins ont-ils dit quand elle se réveillera ?				
La nuit dernière, j'ai fait la chose la plus malheureuse. J'ai mangé trois sacs entiers de rouleaux de pizza Totinos 250 count.	Je pense que j'ai fait ça aussi. Pas de regrets, mon ami.				
Sur le moment, ça semblait être une idée brillante. Mais après, je me suis senti comme une masse dégoûtante. Que Dieu bénisse le Grand et Noble Seigneur Totino.	Ce sont de savoureux péchés.				
Une fois, en cours d'informatique, j'ai cru que j'avais un pet silencieux mais c'était très fort et tout le monde l'a entendu.	Oh, non. C'était mortel ?				
C'était. Tellement rangé et tellement fort.	C'est dur. Je suis content que tu t'en sois sorti.				
J'ai un gros test qui arrive et j'espère que je vais réussir.	Es-tu nerveux ? Je suis sûr que tu vas réussir si tu t'es préparé.				
Je suis un peu nerveux, je me suis préparé...	Bonne chance ! Je suis sûr que tu vas réussir !				
Je suis excité de penser à toutes les possibilités qui s'offrent à moi en ce moment	De quelles possibilités parlez-vous ?				
Être capable d'apprendre pratiquement n'importe quoi avec l'internet pour une	Cela semble assez excitant.				
J'ai trouvé de vieilles patates douces pourries cachées au fond de mon réfrigérateur.	Je ne finis pas non plus les pommes de terre ! Elles prennent tellement de temps à cuire				
mais ils ne sont pas chers.	Droit, bon goût aussi				
J'ai un super boulot qui me permet de rester à la maison	Je ne pouvais que rêver d'avoir ça. Ça doit être bien.				
C'est génial. Je suis si reconnaissant	J'aimerais que mon entreprise me permette de faire ça.				
Je suis sorti avec mes amis le week-end dernier. Une fille m'a approché et voulait mon numéro mais je lui ai dit non parce que j'ai une copine.	C'est fidèle, tu es un bon gars.				
Oui, j'ai une fille géniale. Je n'ai aucune raison de sortir avec d'autres filles.	C'est bien, elles sont difficiles à trouver.				
J'ai vomi et me suis évanouie au bar hier soir. 	Oh, non ! Tu étais seule ?				
Heureusement non, mon arrière grand-mère était avec moi	Elle doit être une bête de fête.				
Notre maison a été cambriolée.	Fluff qui pue, tu leur as tiré dessus ?				
Nous n'étions pas à la maison !	Quelle déception !				
J'étais dans un labyrinthe effrayant et une des personnes présentes m'a vraiment fait peur ! C'était super drôle après coup	Je n'aime pas ce qui fait peur ! J'essaie aussi de rester loin des films d'horreur !				
Moi non plus, mais je voulais y aller avec mes amis. 	On dirait que tu as passé un bon moment.				
J'ai eu une amende pour excès de vitesse, mais je ne pouvais même pas être en colère parce que j'allais trop vite.	Tu allais à quelle vitesse ?				
80 dans un 65.	Wow, j'ai eu une amende l'autre jour à 70 dans un 55. J'étais en retard au travail.				
J'aime méditer parce que cela met les choses en perspective d'une manière à laquelle je ne m'attends pas habituellement	Je n'ai jamais été très porté sur la méditation. Je suis content que tu aimes ça.				
C'est sûr, mon esprit est assez énergique	Qu'est-ce qui vous a poussé à méditer ?				
J'ai un premier rendez-vous dans une heure environ.	Nice, j'espère que tu t'amuseras !				
J'espère que je le ferai... Je suis un peu nerveux... le truc typique du premier rendez-vous.	Je suis sûr que ça se passera bien.				
J'ai un très bon pressentiment sur la saison de football à venir	Pourquoi ça ?				
Mon équipe a un grand nombre de membres	Qui est votre équipe.				
Je suis tellement reconnaissant pour tout ce qui se passe dans ma vie en ce moment.	C'est bien. Qu'est-ce qui se passe avec ça ?				
J'ai tellement de joie.	C'est bien, j'espère que ça restera comme ça.				
Un de mes amis vient d'avoir un nouveau Wrangler, j'en veux un. 	J'ai toujours voulu une Jeep pour moi aussi. Elles sont trop cool.				
Ils le sont ! Je les adore ils sont super sympas	Je suis d'accord ! Ils ont l'air cool et c'est amusant de jouer dans la boue avec eux.				
J'étais au magasin et j'ai vu un type porter 20 sacs ! C'était incroyable !	Sympa, il devait faire du shopping avec sa femme.				
Je n'ai vu personne avec lui, mais il doit essayer de prouver quelque chose	Homme macho lol				
J'ai réfléchi à ce que c'est que d'être seul, parce que je veux pouvoir m'amuser tout seul de temps en temps	Je pense que c'est une bonne idée pour ne pas être toujours dépendant des autres pour s'amuser et avoir du temps pour soi.				
C'est vrai, et j'ai déjà ressenti ça avant, mais parfois une vague de ce genre de sentiments me frappe, comme si je n'étais pas assez digne et d'autres choses comme ça, mais c'est tout bon	Méditer sur des objectifs et des idées positives pendant ces moments de solitude peut être si édifiant et te recentrer.				
Chaque fois que je raconte à ma mère quelque chose que mon enfant a fait et qui me semble si bien, ma belle-soeur intervient pour dire que son enfant a fait quelque chose de mieux. Ça me rend folle.	C'est drôle, comme si c'était une extension de ce qu'ils sont en tant que personne.				
Oui, j'essaie d'être compréhensive parce qu'elle semble avoir l'impression d'avoir quelque chose à prouver alors que moi, je suis pour ne pas être en compétition et avoir de la compréhension pour la vie des gens.  J'ai même dit ça d'une manière plus gentille, mais elle ne l'a pas compris. C'est devenu insupportable d'être près d'elle, ce qui est triste.	Je vois, parfois on doit montrer l'exemple.				
J'étais au magasin et j'ai fait tomber mon portefeuille. Heureusement, un vieil homme l'a ramassé et me l'a rendu avant que je ne le remarque !	Il a eu beaucoup de chance, la plupart des gens l'auraient pris.				
Ouais, c'est bon de savoir qu'il y a encore des gens bien dans ce monde. 	Exactement, ça n'arrive pas très souvent.				
J'ai un très bon pressentiment pour cette saison de football pour les Chargers	Vraiment ? Je ne regarde pas beaucoup le football				
Quels sont les sports que tu aimes ?	J'aime le football				
Le week-end était si calme et tranquille. Maintenant, mes enfants sont de retour	sont-ils bruyants et ennuyeux comme d'habitude ?				
Oui. Je pense qu'ils sont devenus encore plus bruyants depuis qu'ils sont partis samedi. Bon sang.	Je pense que les miens sont toujours au camp d'été.				
Au lycée, je dirigeais le club de jeux. Mon trajet normal m'a laissé tôt.	Qu'est-ce que le Game Club ?				
Nous avons installé des consoles de jeux et joué à des jeux vidéo pendant 2 heures. Mais j'ai dû appeler ma grand-mère pour qu'elle vienne me chercher.	Ça a l'air d'être un club sympa. Mon école n'avait rien de tout ça.				
J'ai perdu ma carte de débit et je n'avais pas accès aux fonds. Ma banque a fait tout son possible pour me la renvoyer gratuitement en première classe.	C'était très gentil de leur part. Vous ne pouviez pas entrer dans un bureau et l'obtenir plus rapidement.				
J'étais hors du pays. J'ai oublié de mentionner. Heureusement, j'avais quelques dollars pour les urgences.	C'est logique. Heureusement qu'ils étaient prêts à aider.				
Je regardais dans de vieilles boîtes et je suis tombée sur une boîte pleine d'affaires de bébé quand mes jumeaux étaient super petits	Wow. Des jumeaux. C'est si rare d'en avoir ?				
Je ne sais pas si c'est rare, mais ma mère est une jumelle. Ma grand-mère a eu deux paires de jumeaux. Mon cousin a des jumeaux et moi aussi. 	C'est très intéressant Mec. As-tu été surpris d'avoir des jumeaux ?				
J'ai fait un repêchage fantastique aujourd'hui, j'ai fait beaucoup de recherches pour ça	Je n'ai jamais essayé ça, est-ce que vous pariez de l'argent dessus ?				
Oui, je le fais chaque année. 	J'espère que ça se passera bien.				
J'essaie de dépasser mon besoin de contrôler les choses, et je trouve que si je laisse les choses arriver, c'est comme si on m'enlevait un poids des épaules	J'avais le même problème, ça peut être accablant.				
C'est vrai, mais les choses semblent toujours tourner pour le mieux de toute façon	Je suis d'accord ! !!				
Mon pote s'est fait claquer hier soir au bar	Claquer comme dans il était vraiment bourré, ou claquer comme dans il s'est battu ?				
Saoul de son derrière	Ça fait longtemps que je n'ai pas vu quelqu'un de saoul.				
J'étais au magasin et c'était comme si j'étais la seule personne à l'intérieur. Je me suis sentie bizarre. 	C'est étrange, je serais sorti de là.				
Je l'ai fait, mais j'ai dû prendre des choses avant de partir. 	J'aurais été un peu effrayé d'être seul.				
Mon père m'a dit qu'il allait m'offrir une carte cadeau pour un restaurant de steaks, mais il n'a jamais donné suite.	Ça craint, tu y es allée quand même ?				
Non, c'était beaucoup trop cher.	Oui, mais c'est si bon.				
J'ai postulé pour un nouveau travail, je pense que je vais l'avoir. 	C'est génial. C'est avec la même entreprise, ou quelqu'un de différent ?				
C'est la même entreprise pour laquelle je travaille, donc plus une promotion	J'espère que tu l'auras !  Quand le sauras-tu ?				
J'ai grandi assez maigre et maintenant que j'ai pris du muscle, je me sens beaucoup plus à l'aise dans ma peau	Grats.  Depuis combien de temps fais-tu de la musculation ?				
environ 9 mois, j'ai été assez lent à faire des progrès mais dans l'ensemble c'est solide	Gardez votre régime alimentaire propre et vous continuerez à vous améliorer.				
Je viens de voir un serpent à sonnette dans mon jardin.	Cool, qu'est-ce que tu en as fait ?				
Je suis allé chercher une pelle pour rendre la justice mais il s'est enfui avant que je ne revienne. 	Petit bougre, peut-être la prochaine fois.				
J'ai vu un film l'autre jour, il n'était pas aussi bon que je l'attendais	Quel film as-tu vu ?				
Joe Dirt 2, le premier était hilarant	J'en ai regardé des parties aussi. Je n'ai pas trouvé ça génial non plus.				
Mon mari et moi avons inscrit nos enfants à une coopérative cette année. J'espère vraiment qu'ils vont s'y plaire.	c'est quoi une coopérative ?				
Cette coopérative est pour les enfants scolarisés à la maison. C'est un jour par semaine où les enfants vont apprendre avec d'autres enfants.	Oh, c'est vraiment génial ! J'espère qu'ils vont aimer ça.				
J'ai vu un type gifler sa femme au magasin, j'étais furieux	Vous avez fait ou dit quelque chose ?				
Je l'ai fait, j'ai l'habitude de m'occuper de mes propres affaires mais ce n'est pas juste pour moi. 	Parfois tu dois t'interposer et dire quelque chose quand tu sais que quelque chose n'est pas juste.				
J'ai appelé au travail et leur ai dit que j'étais malade, je me suis sentie mal après parce qu'ils étaient à court d'argent.	Tu étais vraiment malade ?				
Non. Je n'avais juste pas envie d'aller travailler.	Ça arrive aux meilleurs d'entre nous, ne te sens pas mal.				
Mon mari a commencé à s'entraîner il y a seulement 3 mois et il peut déjà faire 90 pompes d'affilée ! C'est incroyable !	C'est impressionnant. Tu travailles avec lui ?				
Je m'entraîne avec lui. J'ai beaucoup de problèmes musculaires et je ne peux faire que 20 pompes murales, mais c'est loin de ce que je faisais au début.	C'est quand même pas mal !				
J'attends un règlement, je ne peux pas attendre. 	Joli ! J'espère qu'il ne t'est pas arrivé quelque chose d'horrible juste pour l'avoir. Tu as eu beaucoup ?				
c'est censé être un demi-million, un tuyau d'égout a éclaté sur moi alors que j'étais dans un magasin	Wow !  Ça semble valoir le coup. ! !!!  J'aurais aimé que ça m'arrive à moi ! ha ha.  J'espère que vous êtes toujours en bonne santé et félicitations !				
J'ai trouvé un chien errant aujourd'hui et j'ai décidé de le sauver.	C'est génial ! Quelle race ?				
Je ne suis pas sûr qu'elle soit une sorte de bâtard.	Oh ok, c'est très gentil de votre part.				
J'ai rêvé que j'étais pris en otage. C'est assez effrayant.	C'était comme une scène de "Taken" ?				
Très similaire, sauf que j'ai été poignardé. 	Ça a l'air plutôt horrible. Non merci.				
Je suis allé chercher un encas dans la cuisine. J'ai regardé partout mais il n'y en avait plus. Les enfants les ont tous mangés.	Oh, c'est irritant parfois ! Ça m'arrive parfois.				
C'est irritant. Je suppose que j'ai besoin d'en cacher juste un peu pour que je puisse avoir une collation de temps en temps.	Lol. Je suis coupable de cacher quelques snacks pour moi de temps en temps, il n'y a rien de mal à ça.				
Une fois, mon mari a laissé ce type venir chez nous pour qu'il puisse utiliser ses outils pour réparer son camion.	Comment ça s'est passé ?				
Ce n'est pas tout, ce type a fini par nous voler	Pas question ! Je ne supporte pas que les gens fassent des choses louches comme ça. Vous avez pu récupérer vos affaires ? Il a eu des ennuis ?				
Nous n'avons rien reçu en retour, mon mari ne voulait pas le signaler. Il a dit qu'évidemment le gars en avait plus besoin que lui ! Ce qui m'a mis en colère.	Oui, je l'aurais été aussi. S'il avait besoin de quelque chose, il aurait dû au moins demander. Voler n'est jamais bien.				
J'ai eu une promotion au travail, ce qui était inattendu !	Félicitations ! Qu'est-ce que tu vas faire à ton nouveau poste ?				
Je vais gérer une petite équipe de développeurs de logiciels. Cela me rend un peu nerveux, mais je pense que je peux le faire	Vous avez réussi à obtenir une promotion, donc vous êtes manifestement talentueux. Je suis sûr que vous vous en sortirez très bien et que vous obtiendrez de nombreuses autres promotions.				
Hier, mon frère a commis le crime impardonnable de manger le dernier biscuit.	Oh non, comment ose-t-il ? Ne sait-il pas que c'est interdit				
C'est vrai ! J'étais tellement jaloux que je n'ai pas pu en goûter un seul.	C'est tellement triste :( Peut-être qu'il devrait t'acheter un substitut.				
Je devais fermer ma maison ce week-end, mais les gens refusent de déménager !	Wow, c'est étrange, n'y a-t-il rien que vous puissiez faire ?				
Non ! Ils vont devoir être expulsés, en gros.  C'est scandaleux. ! !!!!	C'est de la folie, j'espère que tout va s'arranger !				
Ma femme dormait et j'ai mangé ses restes. Ça ressemble à une victoire !  Elle s'est mise en colère ?	Ça ressemble à une victoire ! Elle s'est mise en colère ?				
elle ne le sait pas encore... mais elle va être furieuse	Ça vient d'arriver ?  Oh là là ! Peut-être que tu peux le remplacer avant qu'elle ne se lève.				
J'ai gagné à la loterie la semaine dernière, je suis financièrement à l'abri	C'est génial. J'espère que tu ne vas pas tout dépenser trop vite.				
J'ai engagé un consultant pour m'aider à tout faire	Assurez-vous que le consultant n'essaie pas de vous arnaquer non plus haha.				
J'ai un gros examen de chimie qui arrive. J'ai tellement peur de le rater.	Je détestais la chimie à l'école, j'espère que tu vas réussir.				
Oui, je dois juste étudier davantage. J'espère que j'arriverai à me concentrer sur la matière.	C'est un sujet difficile sans aucun doute.				
Je vais aller camper demain ! Le dos est déjà prêt. 	Ça a l'air bien. J'espère qu'il ne fait pas trop chaud pour toi.				
J'espère que non. Je suis en Floride donc ça pourrait être mauvais. 	Tu vas dormir dans une tente ?				
La dernière fois que nous sommes partis en vacances, j'ai fait en sorte d'emporter trop de choses pour avoir tout ce dont nous avions besoin.	C'est une bonne idée. Heureusement, tu avais assez de place				
Oh oui, nous avons un grand véhicule, ce n'était pas un problème.	C'est une bonne nouvelle. Je parie que c'était amusant !				
Mon mari doit travailler toute la nuit. Il a commandé une pizza. J'aimerais avoir de la pizza en ce moment.	Mmm, ça a l'air bon. Qu'est-ce qui vous empêche de commander une pizza vous-même ? Pourquoi le laisser s'amuser tout seul ?				
Je ne suis pas sûr. Je pense en commander. Nous verrons bien.	Vas-y ! Tu ne regretteras que les pizzas que tu ne mangeras pas !				
Pendant ma première année d'études supérieures, mon appartement en sous-sol a été inondé. TOUT a été détruit et j'ai dû tout recommencer à zéro.	C'est affreux ! Tu avais une assurance pour tout couvrir ?				
Heureusement, oui ! Il a fallu plusieurs mois pour remplacer tout ce que je pouvais - mais même les choses, tant de choses que je ne pouvais tout simplement pas remplacer.	Oui, c'est horrible. Je suis désolé que cela vous soit arrivé.				
On m'a coupé la route l'autre jour et j'ai failli faire une épave. Ça m'a énervé.	Dang, le trafic doit être intense dans votre région.				
Les gens sont juste de mauvais conducteurs partout.	C'est vrai, conduire demande plus de concentration que ce que beaucoup de gens peuvent supporter.				
Mon ancienne maison a brûlé, et je suis allé vérifier, c'était surréaliste de jeter un coup d'oeil autour de l'endroit. 	Les incendies de maisons sont terrifiants pour moi.				
Ouais, ça a été construit il y a longtemps, une sorte d'incendie électrique. 	Le câblage était probablement vieux et ne répondait plus aux normes.				
Je dois faire un gâteau d'anniversaire ce soir.	C'est l'anniversaire de qui ?				
Celui de mon neveu.  J'ai peur de tout gâcher.	Ne t'inquiète pas.				
J'avais vraiment faim aujourd'hui et j'ai mangé les restes de mes colocataires.	Te sens-tu mal à l'aise ?				
oui. Beaucoup...	Tu devrais te rattraper auprès de cette personne.				
Je nettoyais mon garage et une énorme araignée a rampé sur moi ! J'ai super peur des araignées !	Oh, je n'aime pas les araignées non plus !  Qu'est-ce que tu as fait ?				
J'ai crié comme une petite fille et j'ai sauté !	J'aurais probablement fait exactement la même chose - puis j'aurais demandé à mon mari ou à une de mes filles de le tuer !				
Notre petite chihuahua a été diagnostiquée avec une maladie auto-immune alors qu'elle n'était qu'un chiot.	Oh non ! Avez-vous pu le soigner avec des médicaments ou des traitements ?				
Oui, pendant environ 6 ans.  Puis elle a eu une pancréatite et ça s'est dégradé à partir de là.  Nous l'avons perdue en février.	Je suis vraiment désolée !  Je sais combien c'est dur de perdre un animal de compagnie !  J'espère que tu ne seras pas triste trop longtemps.  Il semble que vous ayez fait tout ce que vous pouviez pour lui donner une belle vie.				
J'ai une famille formidable. 	C'est bon à entendre, un des meilleurs avantages que l'on puisse avoir dans la vie.				
Sans aucun doute, cela rend la vie tellement plus facile	Et c'est tout ce que vous avez à la fin !				
J'ai été vraiment surpris quand j'ai remarqué que mon pneu avait été heurté par un rocher, j'ai cru que je n'arriverais pas à temps au garage	il était à plat ?				
Il ne l'a pas fait, il a été remplacé quand je l'ai déposé, j'ai eu de la chance	c'est très chanceux !				
La nuit dernière, une silhouette sombre était à ma fenêtre.	Whoa, tu as trouvé ce que c'était ?				
Je n'en ai aucune idée.  J'avais tellement peur de le voir !	Je ne te blâme pas, j'aurais été terrifié.				
Je déteste être la seule personne au bar, même s'il est 10 heures du matin	Cela peut être ennuyeux de boire au bar tout seul.				
En effet, j'ai l'habitude d'amener un animal de compagnie avec moi pour aider à soulager la solitude.	ça doit être cool.				
J'ai décidé de faire un grand nettoyage. J'allais me débarrasser de certaines choses et je ne pouvais pas me résoudre à les jeter	J'ai aussi un problème pour me débarrasser des choses. Parfois, il faut juste les jeter ou les donner.				
Oui ! C'est très vrai, sinon vous vous retrouvez avec un tas d'encombrement, et je n'aime pas l'encombrement	Quittez simplement la maison et demandez à quelqu'un de la mettre à la poubelle pour vous.				
C'est une excellente idée	Content d'avoir pu aider.				
Un de mes collègues de travail est décédé. Je ne veux pas retourner travailler.	Oh non. Je suis vraiment désolé d'entendre ça. Étiez-vous proche de ce collègue ?				
Oui, nous étions de bons amis.	Je comprends parfaitement que ce soit si difficile...				
Oui. J'étais hors de l'état quand c'est arrivé. J'ai manqué les funérailles.	Ça ne ferait qu'empirer les choses. C'est arrivé tout d'un coup ?				
Oui. C'était très choquant.	Je suis vraiment désolé pour cette perte. Les bons amis sont si difficiles à trouver.				
J'ai trouvé le foulard de quelqu'un l'autre jour et je le lui ai rendu. Elle s'est complètement effondrée.	C'était gentil de ta part.				
C'était juste un foulard. Je ne pensais pas que ça aurait une telle valeur pour elle.	Ça aurait pu être sentimental. Comme un cadeau de quelqu'un de spécial.				
J'étais aux toilettes dans un train à Rome. Je n'ai pas fermé la porte à clé correctement et une femme m'a surpris. Elle s'est mise à rire.	Wow. Comment ça s'est passé ?				
Pas bon. Je suis resté dans les toilettes et je suis descendu au prochain arrêt.	Ça a dû être embarrassant. Ça nous arrive à tous.				
Mon ami de 3 ans est capable de monter sur un skateboard avec facilité ! J'étais étonné de son habileté !	Joli, c'est comme si les petits enfants pouvaient apprendre n'importe quoi !				
Ouais, je ne pouvais pas m'empêcher de penser qu'il était capable d'équilibrer !	C'est génial, j'espère qu'il ira loin.				
Il y avait un chat qui avait une ficelle coincée autour, alors j'ai dû l'aider. 	C'est vraiment gentil de ta part ! Le chat va bien maintenant ?				
Oui, tout s'est bien passé à la fin. C'est bien.  Sans vous, qui sait ce qui aurait pu se passer. 	Vous devez être une personne très attentionnée.				
J'ai vu un fantôme me suivre l'autre nuit. Je rentrais chez moi et il n'arrêtait pas d'avancer vers moi.	Oh mon dieu ! Tu vas bien ?				
Ouais, je n'ai pas pu dormir de la nuit. Je n'arrêtais pas de le voir devant ma fenêtre. J'ai dû appeler S.O.S. Fantômes.	Haha, c'est un bon nom. As-tu été capable de le voir clairement ?				
Mon ami m'a frappé !	Aïe, quel crétin. Pourquoi a-t-il fait ça ?				
il était ivre	Oh j'espère que tu lui as rendu son coup de poing.				
ma paire de shorts préférée est ruinée, grâce à un pet trop fiable	Oh non ! Tu étais au moins à la maison quand c'est arrivé ?				
non, à une bar mitzvah	Je parie que c'était embarrassant. Tu étais ivre ?				
Mon père est tombé malade quand j'avais 13 ans et il est décédé à cause de ça.	Je suis vraiment désolé, je ne peux pas imaginer ça.				
C'était horrible. Il était sous assistance respiratoire pendant plus de 24 heures. 	C'est terrible.				
Je suis chargé de réserver des salles de réunion pour des entreprises extérieures à mon travail. La semaine dernière, j'ai fait une grosse erreur et j'ai accidentellement donné une salle gratuite à un groupe alors qu'il aurait dû payer 100 dollars.	Oh non ! J'espère que vous n'avez pas eu trop de problèmes en faisant cela !				
Heureusement, pas trop ! J'étais simplement mortifiée parce que c'était l'une de mes principales responsabilités et j'ai réussi à la gâcher !	Pour être honnête, tout le monde fait des erreurs et ça arrive forcément, même aux meilleurs d'entre nous !				
Mon frère et ses amis m'ont invité à une fête ce soir.	Ça pourrait être amusant si tu aimes ton frère et si tu aimes les fêtes. Est-ce que tu veux y aller ?				
J'en reviens tout juste ! En fait, je suis encore un peu intoxiqué. Je dois dire que c'était très amusant, nous avons fêté mon anniversaire et je me suis sentie très aimée et heureuse.	Joyeux anniversaire ! Je suis heureux que tu aies pu t'amuser et être entouré de ceux qui t'aiment.				
J'ai trouvé mon vieux jouet l'autre jour. J'ai eu l'impression que le bon vieux temps me manquait.	Je suis d'accord avec ça, devenir adulte ça craint.				
Haha, devenir adulte est un drôle de mot. Oui, ces vieux jours étaient les meilleurs.	ils me manquent aussi				
je déteste quand la personne derrière moi dans l'indice est si proche	Qu'est-ce que tu veux dire ?				
Comme s'ils étaient tous dans mon espace. 	Oh, ils sont dans ta bulle. Ça craint, certaines personnes sont bizarres comme ça, sans limites.				
Mon chien de 10 ans est décédé récemment.	Je me sens vraiment mal que vous ayez à endurer cela. Ma copine et moi parlions justement de l'horreur qu'elle va ressentir lorsqu'elle perdra son bichon havanais dans un avenir lointain, puisqu'elle est si proche d'elle. J'espère que tu pourras faire le deuil de ta grande amie d'une manière saine.				
Merci beaucoup. Oui, c'est toujours très dur de perdre un animal dont on est si proche. Ma finacee me pousse à prendre un autre chiot pour aider à faire passer ce sentiment.	Je peux comprendre pourquoi ils disent ça. Ils veulent simplement que vous vous sentiez mieux. Mais tout dépend de ce que vous ressentez. Vous saurez dans vos tripes quand vous aurez un autre animal, si vous voulez en avoir un autre un jour. Il est important de prendre le temps de réfléchir à votre relation perdue.				
J'ai passé une grande partie de mon samedi à organiser et nettoyer ma chambre. Il n'y a pas de meilleur sentiment que de savoir que l'on a accompli une tâche que l'on était censé faire, et de pouvoir profiter d'un espace propre après avoir travaillé dur.	C'est merveilleux ! Tu as raison, c'est tellement gratifiant de prendre du recul et de voir que tout est propre une fois que tu as terminé.				
Ouais, c'est un peu dommage que ma colocataire ne soit pas la plus propre. Donc, quand je m'embête à nettoyer les autres parties de l'appartement, c'est un peu gâché. Mais au moins, je peux entretenir mon petit domaine et l'utiliser pour me retirer du reste de l'appartement.	C'est vrai, c'est quelque chose que tu peux au moins contrôler. Ta propre et humble demeure.				
J'étais en colère la semaine dernière quand mon propriétaire prenait son temps pour réparer ma clim. Il faisait si chaud...	Votre propriétaire faisait-il vraiment de son mieux, ou ne se souciait-il tout simplement pas de votre bien-être à ce moment-là ?				
Je ne pense pas qu'ils s'en souciaient	Je suis vraiment désolé d'entendre ça. Certaines personnes sont juste cruelles envers les autres qui ne font pas partie de leur cercle social.				
J'ai beaucoup bu et j'ai dit à ma petite amie que je coucherais certainement avec sa meilleure amie si elle était prête à le faire.	Quelle a été sa réaction à cela ?				
Elle était un peu triste et surprise, mais nous parlions de plan à trois depuis longtemps maintenant, alors elle a compris. Quoi qu'il en soit, je me suis senti très honteux le lendemain.	Je suis sûr qu'elle vous pardonnera.				
