	Question	Reponse
21394	Elle est le chiot qui avait peur de nous.  Elle a finalement laissé tomber sa peur et m'a laissé la tenir dans ses bras.	Aww c'est génial, les chiens peuvent être si affectueux.
21395	Je vis dans un climat très chaud et je suis une personne qui transpire beaucoup.	Cela doit être vraiment difficile à gérer. As-tu essayé un déodorant sans aluminium ?  Cela m'aide
21396	Cela pourrait aider mes bras, mais une fois, j'ai tellement transpiré en allant au magasin que j'ai eu une grosse tache de sueur sur mes fesses !	Je suis désolée que tu doives faire face à cela.   J'ai de la chance car je ne transpire pas autant.  Je ne peux pas imaginer avoir à gérer cela.  J'espère que tu trouveras quelque chose qui pourra t'aider.
21397	Je me suis sentie un peu triste la semaine dernière quand j'ai vu un homme âgé faire tomber son portefeuille et qu'un enfant l'a ramassé et ne l'a pas rendu à l'homme.	C'est terrible. As-tu pu identifier l'enfant ?
21398	Oui, le gamin a fini par être attrapé, je l'ai dit à l'homme et il l'a attrapé peu de temps après.	Je suis content qu'il ait pu l'attraper.
21399	J'ai mangé un bon repas et bu ma boisson préférée après le travail.	C'est génial, quel est ton repas préféré ?
21400	C'était un steak de hampe avec des avocats. J'étais très satisfaite.	Cela semble si bon que j'adore les steaks
21401	Je travaille au Dairy Queen depuis 5 mois maintenant, c'est amusant !	Je viens d'emménager dans une petite ville et nous n'avons pas de Dairy Queen ici. J'avais l'habitude d'aller en voir un là où je vivais avant.
21402	Est-ce que ça s'est bien passé ? Tu as aimé ? Je ne suis payée que 8,50 $ de l'heure mais j'aime vraiment sortir de chez moi et servir les gens, nous avons beaucoup de texans en hiver.	C'était toujours propre et le service était rapide. Les employés étaient aussi toujours très sympathiques. C'est ce qui me manque dans ma ville natale, les gens sont beaucoup plus calmes et restent entre eux ici. Es-tu originaire de là-bas ?
21403	C'est bien ! Oui, le DQ est à seulement 800 mètres de la maison où j'ai grandi !	As-tu déjà pensé à déménager dans une autre ville/un autre État ? Penses-tu que tu serais heureuse dans un nouvel endroit ?
21404	J'avais peur de déménager si loin de l'endroit où j'ai grandi et de tout ce que je connaissais, mais j'ai été très surprise par l'endroit où je suis maintenant. J'aime vraiment cet endroit.	"Je pense que j'aimerais déménager un jour, mais pour l'instant j'apprends à peine à être indépendante, j'ai commencé à me droguer à l'âge de 14 ans, maintenant 15 ans plus tard je commence à peine à ""grandir"", je suis sobre depuis presque un an. J'espère que dans les prochaines années je pourrai faire cette expérience !"
21405	Félicitations pour ta sobriété ! C'est excitant d'aller dans un nouvel endroit et de prendre un nouveau départ en quelque sorte. Tu aimes l'endroit où tu vis maintenant ?	Je me plais vraiment ici, ma ville n'est pas tout à fait urbaine mais pas rurale non plus, Harlingen TX, le coût de la vie est assez bas ici et je pense que le temps est toujours agréable.
21406	Ma famille a toujours aimé le temps de Noël. Penser à Noël me rend heureuse.	Quel est ton souvenir de Noël préféré ?
21407	Décorer le sapin de Noël avec mes parents et le festin de Noël que ma mère cuisinait. C'était un moment si merveilleux.	Cela semble être un moment agréable.
21408	Lorsque j'ai commencé un nouveau travail. J'étais nerveuse à l'idée de faire à nouveau mes preuves.	Cela peut être éprouvant pour les nerfs de commencer un nouveau travail. Mais je suis sûre que tu as bien fait, n'est-ce pas ?
21409	Je l'ai fait, mais j'ai du mal à faire confiance aux gens. Surtout au travail.	Il est sage d'être prudent, mais soupçonner les gens tout le temps peut ne pas être sain. Tu dois établir une bonne relation avec tes nouveaux collègues de travail.
21410	J'ai vu la bande-annonce du film sur la vie de Paul Walker aujourd'hui. Ça m'a rendu tellement triste !	Wow, comment c'était ? Je n'ai jamais vu cette bande-annonce.
21411	C'était juste triste. J'adore Paul Walker et ses films. Je me souviens encore avoir entendu parler de son décès de la même manière qu'il est devenu célèbre. Dans une voiture rapide.	Aww, c'est tellement triste à entendre. Il a dû faire de grands films !
21412	Peux-tu croire que mon enfant a appris à faire des claquettes à l'âge de 4 ans ? Il est maintenant un danseur de claquettes professionnel ! :)	C'est tellement incroyable !!! Est-ce qu'il gagne beaucoup d'argent en faisant ça ?
21413	Oui, il le fait ! Il est l'un des meilleurs danseurs de claquettes du monde !	C'est vraiment génial.  Quel âge a-t-il maintenant ?
21414	Je suis tellement reconnaissante envers mes parents pour tout ce qu'ils ont fait pour moi en grandissant :)	C'est génial. Peu d'enfants sont reconnaissants envers leurs parents.
21415	Oui, ils ont vraiment pris soin de moi et ont été très gentils avec moi pendant mon enfance. Je suis tellement reconnaissante qu'ils aient été mes parents.	C'est génial ! Ils ont l'air d'être de très bons parents.
21416	Mon fils est incroyable ! Il est dans la Garde nationale depuis 9 ans et est maintenant un Sargent.	Wow ! C'est incroyable ! C'est bien pour lui. Tu dois être très fière et tu as toutes les raisons de l'être ! :)
21417	Oui, je le suis. C'est un fils génial.	Je parie qu'il l'est ! :)
21418	Je me sens un peu seule ces derniers temps... :(	Je peux comprendre, se sentir seul n'est pas une bonne chose. Comment fais-tu pour y faire face ?
21419	Eh bien, récemment, mon meilleur ami a déménagé de la ville, alors je n'ai pas vraiment eu quelqu'un avec qui traîner. J'ai essayé de participer à des événements communautaires pour trouver de nouveaux amis.	Perdre la compagnie d'un ami change vraiment ta routine. Je suis sûre que tu trouveras un autre ami et que tu ne te sentiras pas seule.
21420	J'ai peur des hauteurs, mais j'adore faire des montagnes russes.	Wow, oui je peux comprendre. Être très haut est terrifiant, mais au moins dans une montagne russe, ce n'est que pour une période de temps très courte et rapide !
21421	Oui, je me souviens être allée dans mon premier parc d'attractions. Mes amis me suppliaient de monter sur les montagnes russes et je ne voulais pas. J'ai fini par le faire et j'ai fini par aimer ça.	Haha, oui, c'est génial ! Je suis contente que tu aies apprécié le frisson que procure le fait d'en chevaucher un :)
21422	Salut, comment vas-tu aujourd'hui ?	Je vais très bien ! Comment vas-tu aujourd'hui ?
21423	Je m'en sors bien ! Super excité aujourd'hui	Pourquoi ?
21424	J'ai reçu une grande nouvelle de ma sœur. Elle attend un enfant !	C'est vraiment génial.  C'est son premier ?
21425	En parlant de bébés, j'ai pu rencontrer mes neveux hier !	Sont-ils des jumeaux ?!
21426	Oui !  Ils sont si gentils. Je n'aime même pas les enfants et j'ai vraiment senti mon cœur se réchauffer pour eux.	Awww ! Les jumeaux ont l'air d'être difficiles à vivre, mais ils sont aussi très excitants en même temps !
21427	Dernièrement, j'ai beaucoup pensé à ma grand-mère. Elle est décédée récemment.	Je suis désolé pour ta perte.
21428	Merci. J'ai tendance à devenir un peu sentimentale quand je pense à comment elle était quand j'étais petite. Elle était toujours en train de cuisiner et de nous inclure.	Elle a l'air vraiment merveilleuse.
21429	Je me souviens que ma grand-mère était souvent à l'hôpital quand j'étais petite. On nous a appelés plusieurs fois parce qu'elle ne devait pas passer la nuit.	C'est extrêmement triste. Cela a dû être difficile.
21430	C'était. Chaque fois, je priais Dieu de la laisser vivre un peu plus longtemps. Je mettais toute ma foi en sa puissance pour qu'elle s'en sorte.	Quel âge avais-tu à l'époque ?
21431	J'ai fait du shopping ce week-end et j'ai appris quelque chose sur moi-même.	Quel endroit étrange pour l'introspection ! Qu'as-tu appris ?
21432	J'ai appris que je peux dire non à la tentation et me sentir bien dans ma décision.	Wow, c'est assez fondamental pour ta personnalité, et c'est une excellente chose à découvrir. J'imagine que ces connaissances t'aideront tout au long de ta vie.
21433	J'étais tellement sûre d'avoir réussi mon examen d'histoire du GCSE. J'avais écrit avec fluidité et passion pendant toute l'heure, et j'avais aimé ça !	Wow, c'est difficile de faire des tests. Content que ça t'ait plu.
21434	"J'ai apprécié, bien sûr. J'étais très confiante. Le truc, c'est que j'ai tout raté. J'ai obtenu la note ""U"", dont je ne connaissais même pas l'existence !"	"Une note ""U"" ? Oui, c'est une note qui doit être expliquée."
21435	J'essaie d'arrêter de boire du soda et j'ai prié Dieu et lui ai demandé de m'aider. Le problème est que je suis accro au soda et qu'il est très difficile d'arrêter. Lorsque j'arrive à sauter un jour, le manque de caféine provoque d'horribles maux de tête.	Je sais exactement ce que tu ressens. J'ai une folle addiction au soda.  Je ne pense pas pouvoir arrêter !
21436	Cela me fait juste me sentir mal, car peu importe combien de fois j'essaie, je cède toujours à la tentation.	Essaie peut-être d'arrêter lentement ? Comme boire juste un verre de moins par jour
21437	L'autre jour, il s'est passé quelque chose qui m'a donné envie de courir et de me cacher.	Oh, je suis désolée. Que s'est-il passé ?
21438	Cela ne m'est pas arrivé directement, mais mon mari a fait une crise de GAS pendant que nous faisions du shopping. Tout le monde le dévisageait.	Je peux imaginer que tu as eu envie de courir et de te cacher. Parfois, les maris nous mettent dans toutes sortes de situations.
21439	Ma copine et moi regardions une série sur Netflix.  Elle n'était pas à la maison et j'ai fini par regarder quelques épisodes en avance par rapport à notre situation.	J'ai déjà été dans cette situation. Est-ce qu'elle l'a découvert ?
21440	Elle n'a rien dit mais je pense qu'elle savait.  Je veux dire que j'ai quand même regardé les épisodes qu'elle a manqués avec elle !	C'est tout ce qui compte. Si elle était d'accord avec ça. Je suis sûre qu'elle était heureuse de regarder les épisodes avec toi, même si tu les avais déjà regardés.
21441	J'ai récemment dû me rendre dans mon ancienne école secondaire. Et dès que je suis entrée, j'ai commencé à repenser à mes années d'adolescence.	Très cool, c'était pour une réunion d'anciens élèves ?  J'espère que ça t'a rappelé de bons souvenirs !
21442	Les souvenirs étaient bons. J'ai été invité par l'entraîneur de football à parler à l'équipe de football.	Génial !  J'espère que tu leur as donné la motivation dont ils avaient besoin pour la nouvelle année !
21443	Un ami m'a laissé emprunter ses vieux écouteurs et maintenant je les ai perdus.	Oh non ! Qu'est-ce que tu vas faire ?
21444	Je vais faire une recherche complète dans mon armoire et si cela ne fonctionne pas, je commencerai à économiser pour les remplacer.	Oh mec. Bonne chance !
21445	Je suis allé à la rencontre de quelqu'un qui allait m'acheter une guitare. Il vivait à 30 minutes de là. Le type n'a jamais répondu à sa porte quand je suis arrivé.	Je déteste quand cela arrive. Je n'ai pas l'impression qu'il soit nécessaire de s'éclipser, ils devraient être sûrs avant d'entraîner les gens.
21446	J'étais tellement en colère. C'était une guitare à 400 $ que je vendais, sinon je n'aurais pas pris cette route. Je l'ai fait interdire de l'application de vente que j'utilisais.	C'est tout à fait raisonnable compte tenu de la distance que tu as dû parcourir sans raison. Espérons qu'un autre acheteur intéressé apparaîtra bientôt.
21447	Je viens de recevoir un appel téléphonique m'informant que je n'ai pas obtenu le poste pour lequel j'ai postulé. Je suis dévastée.	Aww, quelle poisse ! Je suis désolée d'entendre ça, mais il y a plein d'autres emplois, continue d'essayer !
21448	Je sais. C'est juste que je voulais vraiment celle-là. Cela aurait été faire quelque chose que j'aime vraiment faire.	Cela fait une telle différence, un travail qui te plaît.
21449	J'ai acheté la semaine dernière la plus jolie petite robe bustier rouge, je me sens merveilleusement bien quand je me promène avec.	C'est génial ! Où l'as-tu acheté ?
21450	Charlotte Russe, mon magasin préféré ! Je l'ai associé à des talons noirs et cela m'a fait me sentir glamour ha.	Y a-t-il un endroit spécial où tu vas le porter ?
21451	J'ai prévu d'aller à la fête d'anniversaire de mes amis ce week-end, alors je suis impatiente.	Cela devrait être amusant !
21452	J'ai pu passer la journée à me détendre à la maison avec ma copine.	Ça a l'air génial.  Vous avez fait quelque chose pendant votre jour de congé ou vous avez juste traîné devant la télé ?
21453	Nous avons surtout regardé la télévision mais nous avons aussi fait des roulés à la cannelle. Je veux essayer ce truc de mettre les fraises dans le four la prochaine fois.	Des fraises dans des rôles de cannelle ?  Cela pourrait être très bon !
21454	J'ai déménagé le week-end dernier.  J'étais vraiment heureuse une fois que tout était fait et que tout s'est déroulé sans problème.	Cela semble être un peu de travail. Tu t'adaptes à ton appartement maintenant ?
21455	Oui, le déballage et tous ces trucs amusants maintenant.  Mais j'aime vraiment le nouvel endroit.	C'est ce qui est le plus important. Je suis heureuse que tout se soit bien passé.
21456	Nous venons d'acheter une nouvelle voiture hier soir ! Elle est tellement chic et a tellement de fonctionnalités ! Je l'adore !	Quel genre de voiture est-ce ?
21457	C'est une Challenger 2018 ! Elle est super rapide et je suis tellement amoureuse d'elle. Je suis tellement heureuse !	Ça a l'air génial ! Quelle est sa couleur ?
21458	J'ai passé la pire des journées. Ce matin, j'ai trouvé un chien couché dans la rue. Il était encore vivant, alors je l'ai conduit chez le vétérinaire.	Oh, je suis vraiment désolée d'entendre ça. C'est terrible.
21459	C'est le cas. J'espère que tout va bien se passer avec elle. J'ai attendu d'avoir des nouvelles d'eux.	Moi aussi. C'était très gentil de ta part de faire ça pour ce chien.
21460	Hier soir, j'ai formé une nouvelle employée au travail. Elle semblait plutôt compétente.	C'est génial. Comment s'est-elle débrouillée à la fin de la journée ?
21461	Elle était fatiguée, mais elle s'en est bien sortie. C'est compréhensible car elle est aussi à l'école.	C'est un travail difficile, l'école et un emploi. Mais ça montre une bonne éthique de travail.
21462	J'attendais quand un type a murmuré quelque chose d'effrayant à mon oreille. J'étais un peu secouée.	Essayait-il d'être drôle ou était-il simplement effrayant ?
21463	Il a dit qu'il allait tuer une célébrité. Ça m'a fait complètement flipper.	wow, c'est quelque peu troublant ! Je ne comprends pas comment les gens peuvent éprouver des émotions aussi graves pour des personnes célèbres.
21464	Je ne suis pas de bonne humeur ! Mon mari a pu aller à un match de basket. J'aurais aimé pouvoir le faire aussi !	Oh, je suis désolée. Pourquoi n'as-tu pas pu aller avec lui ?
21465	Je dois rester à la maison avec notre fils.  Il est difficile pour nous de trouver une baby-sitter pour lui.	Oh, c'est dommage. Je sais exactement ce que tu ressens. Espérons que ton mari gardera ton fils un autre soir pour que tu puisses aller t'amuser.
21466	Mon mari vient de m'acheter un nouveau camion à l'improviste ! Je n'avais aucune idée que j'allais en recevoir un nouveau.	Oh wow !  Es-tu heureuse de l'achat ?
21467	Oui ! J'en avais besoin d'un nouveau. L'autre tombait en morceaux. Je suis tellement excitée !	Je le serais aussi ! Quel genre ?
21468	As-tu déjà pensé que tu avais vu un fantôme ?	J'ai vu des choses que je ne peux pas expliquer. Je ne suis pas restée pour demander, j'ai couru. Mais après, je me suis dit que c'était un fantôme.
21469	Quand j'étais petite et que j'ai emménagé dans une nouvelle maison, j'ai vu des lumières bouger dans mon placard une nuit quand je suis allée me coucher. Je pensais que c'était mon frère qui se moquait de moi mais il n'y avait personne dans les parages.	C'est effrayant. Je ne suis pas sûre de ce que j'aurais fait si c'était moi. Qu'as-tu fait ?
21470	J'ai recouvert ma tête avec les couvertures et leur ai demandé de partir. Je ne les ai plus jamais revus. J'ai découvert plus tard qu'un vieux couple était mort dans ma maison.	Wow, c'est effrayant. Et j'aurais probablement fait la même chose.
21471	Ma grand-mère est morte il y a quelques mois d'un cancer.	Oh, je suis vraiment désolée. Quel âge avait-elle ?
21472	Merci. Elle avait 83 ans, elle a vécu une bonne vie. C'était juste difficile de voir ta meilleure amie souffrir dans ses derniers jours.	Oui, c'est bien que sa lutte soit terminée et qu'elle soit dans un endroit merveilleux maintenant.
21473	Je suis allée au mariage d'un ami ce week-end !	C'était très amusant ?
21474	Oh mon Dieu oui. J'ai porté une belle robe. Je me sentais si jolie !	C'est génial, mais tu n'as pas besoin de porter une robe fantaisie pour être belle. Je suis sûre que tu es magnifique, peu importe ce que tu portes !
21475	Merci ! J'ai l'impression d'être une flemmarde ces derniers temps.	Ce n'est pas grave, fais de ton mieux pour te rappeler à quel point tu es belle et prends l'habitude de prendre soin de toi.
21476	Je dessinais beaucoup quand j'étais plus jeune et je mettais beaucoup d'émotion dans mon travail.	Est-ce que tu dessines encore ? Je n'ai jamais été douée pour le dessin.
21477	Je ne dessine plus, alors cela m'a rappelé beaucoup de souvenirs lorsque j'ai trouvé un de mes vieux carnets de croquis.	Oh, j'en suis sûr ! Pourquoi as-tu arrêté de dessiner ?
21478	C'est agréable d'avoir un animal de compagnie affectueux. Mon chien est toujours là pour moi.	Quel sentiment formidable ! Tu dois adorer ton chien.
21479	Je le veux vraiment, quoi qu'il arrive, elle sera toujours à mes côtés.	Elle a l'air d'être une super compagne.
21480	Lorsque mon conjoint n'était pas en ville, un ami a essayé de m'embrasser !	"wow, je ne sais pas si je dois dire ""Bravo"" ou ""Tu n'as pas intérêt""."
21481	J'ai dit non et j'ai fait partir l'ami. Je n'aime que mon conjoint.	C'est bon à entendre, et si ton épouse le découvre, elle sera fière et en colère contre l'amie.
21482	J'ai eu la meilleure journée hier !	Génial ! Que s'est-il passé ?
21483	Pas grand-chose. J'ai juste pu passer la majeure partie de la journée à lire et à me détendre.	J'adore les jours comme ça, avec deux enfants, ce serait le meilleur jour pour moi aussi !
21484	Mon bébé a eu son premier jour d'école hier ! C'était une journée énorme, mais je me suis assurée d'avoir tout ce dont j'avais besoin prêt à partir, pour que tout se passe bien.	C'est génial ! C'était un jardin d'enfants ou une école maternelle ?
21485	Préscolaire, nous l'avons mis dans une école maternelle Montessori et nous l'avons absolument adoré, heureusement mon fils aîné y est allé pendant 2 ans et ce sera sa dernière année, donc à partir de la semaine prochaine ils pourront y aller ensemble !	C'est génial ! As-tu pleuré quand tu l'as pris ?
21486	Je l'ai fait, ils ont dû l'arracher de moi haha, c'était la première fois qu'il était loin de moi, mais ce n'est que pour 3 heures, 3 jours par semaine, donc je sais qu'il ira bien.	C'est vrai. Quand mes enfants sont allés à l'école le premier jour, j'ai continué à rester debout jusqu'à ce qu'un des professeurs me dise enfin que je pouvais y aller....
21487	Bonjour ! J'ai commencé mes cours de troisième cycle aujourd'hui.	Tu as hâte d'y être ?
21488	Oui. J'ai préparé tous mes classeurs avec du papier et un calendrier pour garder une trace des choses.  Je suis nerveuse mais prête !	Excitant ! Je suis sûre que tu vas t'en sortir.
21489	J'ai passé un entretien d'embauche. J'attends avec impatience de savoir si j'ai obtenu le poste.	Quand le découvriras-tu ?
21490	Je dois encore attendre une autre semaine.	L'attente est terrible.  Quel type de travail ?
21491	Un de mes collègues de travail a essayé de flirter avec moi. Je lui ai dit non car je suis heureuse en ménage.	C'est bien que tu défendes ton mariage comme ça. Beaucoup de gens ne sont pas aussi engagés.
21492	Non, ils ne le sont pas. Mais j'aime tellement mon mari que je ne pourrais jamais lui faire ça.	Tu es donc une personne merveilleuse.
21493	Je suis allée nettoyer l'évier de mes enfants il y a quelques minutes. J'ai trouvé un tas de jouets dans la prise et je suis furieuse.	Oh non ! Ce n'est pas bon ! J'espère que tu as pu les faire sortir.
21494	Oui, tous les jouets sont sortis. Mais ils ont des explications à donner après l'école.	LOL ! J'en suis sûr. Ne sois pas trop dure avec eux.
21495	J'ai vraiment besoin de changer de médecin !	Pourquoi cela ?
21496	Il n'arrête pas de foutre en l'air mon ordonnance !  J'en ai besoin depuis une semaine maintenant mais ils continuent à l'envoyer au mauvais endroit ou à utiliser le mauvais nom.	Wow, ce n'est pas bon. J'espère qu'ils vont bientôt régler le problème.
21497	Je n'ai pas pu dormir la nuit dernière. J'ai fini par rester debout jusqu'à 2 heures du matin et par manger une grande quantité de tarte de Shepard.	Pourquoi ne pouvais-tu pas dormir ?
21498	Une combinaison de stress et de nouveaux médicaments, je pense. Peut-être que je pourrai bientôt revenir à mon ancien programme.	Je l'espère ! Pourquoi es-tu stressée ?
21499	L'autre jour, j'ai regardé un film d'horreur alors que j'étais seule à la maison.	Est-ce que cela t'a fait peur ?
21500	Oui, cela m'a mis très mal à l'aise. Ils sont généralement trop nombreux pour moi.	C'est dommage, mais il est parfois bon d'affronter nos peurs.
21501	J'ai vu mon béguin parler à un autre gars.	Oh, cela semble inconfortable. Comment as-tu joué ?
21502	J'étais un peu contrariée, mais ce n'était pas mes affaires. J'ai laissé tomber.	Je respecte cela, je pense que cela montre du caractère et de l'honneur. J'espère que quelque chose de gratifiant se présente à toi.
21503	L'autre jour, quand je suis allée au magasin, j'ai vu un type complètement défoncé par la drogue.	Oh mon Dieu, ce n'est pas bon.  Est-ce qu'il dérangeait quelqu'un ?
21504	Non, mais il semblait un peu imprévisible, alors j'ai utilisé l'autre porte.	Je ne te blâme pas.  J'aurais probablement fait la même chose.
21505	Je jouais à un jeu VR seul à la maison.  Cela a pris une tournure vraiment effrayante vers la fin du jeu.	Je ne peux pas jouer à ce genre de jeux. Trop effrayant pour moi.
21506	Cela n'a pas commencé par être effrayant, mais tout d'un coup, tout le monde autour de moi mourait et j'étais seule à la maison avec un tueur devant la maison.  Tout semble si réel dans la RV aussi.	Cela m'empêcherait de dormir la nuit.
21507	L'autre jour, il m'a fallu 26 heures pour aller du Colorado au Tennessee par gps.	Oh non ! Pourquoi faire long ? Tu as marché ?
21508	Non, Maps m'a mis sur une route qui m'a fait traverser une ancienne ligne de bétail à travers le Kansas sans que je le sache.	Ça craint, mais je suis sûre que tu as pu voir beaucoup de beaux paysages.
21509	Je me sens si mal. J'ai mangé le reste du gâteau au fromage de mon mari. J'ai l'impression que j'ai besoin de me cacher de lui pendant un moment.	Peut-être qu'il comprendra, mais au cas où, je lui en ferais un nouveau.
21510	Je suppose que je vais devoir le faire. Je me sens si mal. :(	Ne te sens pas mal, cela arrive aux meilleurs d'entre nous.
21511	Tenir chacun de mes enfants pour la première fois était incroyable.	Je me souviens de ce sentiment avec ma fille, c'est indescriptible.
21512	Oui !! Je ne peux pas penser à autre chose qui produise des sentiments comme ceux-là.	Il n'y a rien à quoi le comparer. J'aurais aimé ne pas me réveiller de l'anesthésie à ce moment-là pour pouvoir être plus éveillée.
21513	Alors, l'autre jour, j'ai décidé de croire une femme que je connais pour qu'elle loue sa maison à ma famille. Je pensais vraiment que cela arriverait, mais elle ne me rappelle pas et cela fait des jours.	Oh, wow. Je déteste quand les gens font des choses comme ça. Ils devraient simplement être honnêtes et francs dès le départ au lieu de provoquer des drames.
21514	C'est l'une de mes plus grosses bêtes noires. Dis-moi simplement quelles sont tes intentions réelles au lieu de me faire marcher pour rien. Cela aurait été plus que parfait pour ma famille. Je l'ai vraiment crue.	Je suis désolée que ça soit tombé à l'eau, mais j'espère que tu trouveras quelque chose d'encore mieux, et en prime, tu n'auras pas à faire à elle.
21515	J'attends que mon aide financière soit versée. J'ai l'impression que cela prend une éternité. J'ai vraiment besoin de remplacer ma voiture.	Oui, je déteste l'attente de l'aide et toute la paperasse. Espérons que tout sera bientôt résolu pour que tu puisses rouler confortablement.
21516	Je pense qu'il faudra encore trois à quatre semaines. J'espère que ma voiture tiendra aussi longtemps, elle a des problèmes de transmission.	Espérons que la voiture tiendra le coup. Je pense que tu joues intelligemment en ayant une attente réaliste de la date d'arrivée de l'aide.
21517	J'ai rencontré un artiste de rue récemment et j'ai apprécié sa musique.	Cool. Quel genre d'instrument jouaient-ils ?
21518	Il avait une petite guitare. Je ne suis pas sûre qu'elle ait un nom spécifique.	Peut-être un ukulélé ? C'est toujours amusant d'entendre de nouvelles musiques que tu aimes !
21519	J'ai oublié l'anniversaire de ma grand-mère il y a quelques années. Je me sentais tellement mal à ce sujet !	Oh non ! Cela arrive aux meilleurs d'entre nous :) Tu lui en as parlé quand tu t'en es souvenue ?
21520	Absolument ! Je l'ai appelée le lendemain et je me suis assurée de lui rendre visite. :)	Awww Je suis sûre qu'elle a complètement compris et qu'elle a vraiment apprécié que tu lui tendes la main et que tu ailles lui rendre visite !
21521	Je travaille en tant que paramédic et j'essaie d'aborder chaque patient comme s'il s'agissait de ma grand-mère.	C'est merveilleux ! On dirait que tu te soucies vraiment de chaque patient.
21522	J'essaie de le faire ! C'est parfois difficile, c'est pourquoi j'essaie d'avoir cet état d'esprit...	Je parie ! Je parie que ce travail serait très éprouvant pour toi, aussi bien physiquement que mentalement.
21523	Mon ami n'a pas pu venir pour Thanksgiving l'année dernière. Ma famille et moi nous sommes sentis déçus par cette situation.	Parfois, les choses se précipitent. C'est difficile de voyager pendant les vacances. Surtout si ton amie a des enfants.
21524	C'est vrai et même si je comprends ses raisons, cela n'a pas changé la façon dont nous nous sommes sentis dégonflés. Nous attendions vraiment leur visite avec impatience.	Peut-être que cette année sera différente.
21525	L'autre jour, je fouillais dans mes vieilles affaires chez mon père et j'ai trouvé tout mon ancien matériel de paintball.	Oh, comme c'est cool ! Est-ce que toi et ton père jouez ensemble ?
21526	Non, il n'y a que moi. Mais je vais aller jouer ce week-end dans un endroit en haut de la route. Cela fait des années que je n'ai pas joué.	C'est génial. Ce sera merveilleux de revivre ces moments heureux dans le présent, peut-être avec ta famille.
21527	J'ai fait du parachutisme l'été dernier avec mon partenaire. C'était tellement effrayant !	Wow, c'est effrayant. Tu étais nerveux ?
21528	Absolument ! J'ai toujours eu peur des hauteurs, mais je suis si contente de m'être imposée.	Ça a l'air d'être une super expérience !
21529	Mon premier chien était le meilleur chien du monde. Le simple fait de penser à elle me fait un peu sourire.	Les chiens sont vraiment les meilleurs, n'est-ce pas ? Ce sont les meilleurs amis que nous puissions demander.
21530	Oui, c'était un animal tellement affectueux. C'était un grand ami.	Il a l'air merveilleux et on dirait qu'il était un excellent compagnon et ami. :)
21531	Je suis tellement excitée car je vais enfin rendre visite à mes parents le mois prochain ! Je ne les ai pas vus pendant 3 ans	3 ans, c'est long. Comment cela se fait-il ?
21532	J'ai déménagé aux États-Unis et ils sont restés dans mon pays d'origine.	Oh, je vois. Tu dois aussi leur manquer.
21533	Je suis allée à la plage l'autre jour et je me souviens que mon amie aimait y aller ensemble.	Oh, tu as apprécié ? J'adore aller à la plage
21534	Oui. J'ai beaucoup apprécié. C'est pour ça que ça m'a fait penser à mon pote.	Ton copain te manque, hein ?
21535	Alors oui, je me sentais un peu mal parce que j'ai fini par mentir et annuler des plans avec un ami proche.	Tu avais peut-être une bonne raison de faire ça
21536	Je suppose que c'était une bonne raison. Il y avait ce film qu'il voulait voir depuis longtemps et j'ai fini par le voir avec une jolie fille à la place.	Je pense qu'il comprendra parfaitement et ne verra aucun problème.
21537	Hier, j'ai mangé un gros sac entier de M	Oh mon Dieu, c'est insensé. Je suis sûre que tu sauras contrôler tes impulsions à l'avenir.
21538	J'espère que oui, je faisais si bien mon régime mais j'ai l'impression d'avoir échoué.	Je suis déjà passé par là aussi. Ce qu'il faut retenir, c'est qu'il y a toujours une autre chance d'arranger les choses demain.
21539	Mon père a gardé un morceau de pizza pour son déjeuner du lendemain. Il n'était pas content quand il s'est réveillé et a vérifié le réfrigérateur.	Haha, quelqu'un d'autre a mangé la pizza ?  Ce quelqu'un était-il toi ?
21540	Je me suis levée au milieu de la nuit et je l'ai mangée. J'ai découpé une photo d'un morceau de pizza et je l'ai laissée dedans pour lui LOL	hahaha, il était peut-être un peu en colère mais je suis sûr qu'il en a bien ri.
21541	Nous avons récemment reçu un nouveau chiot. Mon chien plus âgé attend son tour et sait que le chiot doit d'abord sortir pour faire ses besoins.	Aww, on dirait qu'il enseigne au chiot. C'est si gentil.
21542	C'est plutôt génial !  Je suis impressionnée qu'il sache qu'il n'a pas besoin d'être le premier et que le chiot doit avoir la priorité.	Oui, ça a l'air d'être un chiot très intelligent.
21543	Je suis tombé de ma moto devant une foule.	Oh, non ! C'est terrible ! Est-ce que tu vas bien ?
21544	Oui, je tournais et le vélo s'est renversé, heureusement que je n'allais pas vite.	Je suis si heureuse que tu aies pu t'en sortir !
21545	Lorsque j'ai rencontré mon amie pour prendre un café ce matin, j'ai eu une indigestion. J'ai évacué des gaz et ça sentait très mauvais.	Pourquoi n'es-tu pas partie lol
21546	Oh, crois-moi, je serais partie si j'avais pu. J'étais tellement gênée.	Tu devrais essayer de le laisser sortir lentement.
21547	Mon neveu vient de me demander des conseils au sujet de sa petite amie. Ses amis lui disaient qu'elle le trompait.	Oh, c'est terrible. Qu'est-ce que tu lui as dit ?
21548	Je lui ai dit qu'il devait être prêt s'il découvrait la vérité et que ce n'était pas ce qu'il voulait entendre. Il a dit que son amie avait dit qu'elle rencontrait un type au cinéma. Je l'ai emmené au cinéma.	C'est un bon conseil. J'espère que ça a marché pour lui !
