Question	Reponse
Sais-tu combien coûtent généralement les appartements ?	Je pense qu'ils partent pour 1 million de dollars.
Tes collègues ne soutiennent pas ton style de travail ?	Je suis facile !
Ta mère va bien ?	Elle va bien
Tu sais déjà à quelle heure tu dois partir pour rentrer chez toi ?	Je ne suis pas attendu avant demain, et il y a deux heures de route.
Tu achètes pour louer ?	C'est la stratégie.
As-tu écouté de la musique en nettoyant ?	J'aime la mettre à fond pendant que je fais la vaisselle.
Es-tu en contact avec d'autres personnes dont nous avons besoin depuis notre enfance ?	Je suis amie avec Stacy sur Facebook.
Tu aimes la nourriture coréenne ?	Je préfère le chinois.
As-tu rencontré d'autres voisins ?	Tu es le premier voisin que je rencontre.
Tu as décidé du quartier dans lequel tu veux acheter ?	Partout où nous pouvons nous le permettre.
Est-ce que tu travailles dans le coin ?	Je travaille à un trajet en métro.
Tu es fan de la musique des années 70 ?	Je suis une reine du disco.
Tu aimes le bowling ?	Quand je suis dans un groupe non compétitif.
Tu es toujours mariée ?	Je suis en effet
As-tu essayé le tex mex ici ?	C'est toujours sur ma liste de choses à faire.
Tes parents vivent-ils toujours au même endroit ?	Ma mère a déménagé il y a 5 ans.
Es-tu allé au parc local ?	Elle a le plus beau des paysages.
Tu travailles actuellement ?	Sinon, je n'arriverais jamais à payer mon loyer.
Est-ce que tu passes du temps à l'extérieur le week-end ?	Mon chien et moi allons dans des parcs et des sentiers pour prendre beaucoup d'air frais les week-ends.
Tu veux faire de la randonnée ?	Ce serait bien
Tu aimes lire des romans policiers ?	S'ils sont des best-sellers.
Tu aimes les romans policiers ?	Ce n'est pas mon truc.
Tu veux visiter quelques propriétés à voir ?	Je les ai déjà tous vus.
Lis-tu beaucoup ?	Je lis tous les jours pour le travail.
Je t'ai manqué ?	Les humains ont-ils besoin d'oxygène pour survivre ?
Est-ce que tu envisagerais de vivre à Brooklyn ?	Je préfère vivre plus près du travail.
Tu es venu ici en voiture ?	J'ai pris un train.
Tu aimerais avoir plus d'avantages de ton travail ?	J'adorerais avoir une assurance maladie.
Tu veux regarder un spectacle ?	Tout ce que tu as en tête me convient.
Ta musique préférée doit-elle avoir un bon rythme pour pouvoir danser ?	Danser est trop fatigant pour moi.
Tu veux aller au cinéma ?	Je ne suis pas sûre d'avoir le temps.
Tu vis près de chez toi ?	Seulement à environ 10 minutes
Tous tes bagages sont arrivés ?	J'ai tout.
Lis-tu des thrillers militaires ?	Je ne suis pas fan des histoires liées à l'armée.
Est-ce que tu t'entends bien avec tes collègues ?	Mon ancienne équipe va me manquer si je pars.
Lis-tu des romans policiers ?	Je lis rarement des mystères.
Tu aimes les thrillers ?	Les thrillers retiennent mon attention.
Tu veux aller dans un club de musique ?	Je ne pense pas que je l'apprécierais.
Tu aimes lire de la science-fiction ?	C'est mon genre préféré.
Écoutes-tu la même musique que tes parents ?	Ils aiment la musique pop plus que moi.
Tu aimes les histoires romantiques ?	Quand ils sont historiques.
Tu veux qu'on se retrouve pour dîner ?	Ce serait génial de rattraper le temps perdu autour d'un repas.
Tu aimerais essayer quelque chose que tu n'as jamais mangé auparavant ?	J'ai toujours voulu essayer la cuisine grecque.
Tu veux faire un barbecue ce soir ?	J'ai arrêté de manger de la viande.
Tu t'es déjà mariée ?	Je suis mariée depuis trois ans.
Tu aimes le jardinage ?	J'adore me salir les mains.
As-tu amélioré tes compétences en anglais depuis ton enfance ?	J'ai pris quelques leçons.
Est-ce que les sushis te rassasient ?	J'ai toujours faim après des sushis.
Tu as apporté la bière ?	Il y a un pack de 6 dans le réfrigérateur.
Tu es un fan de science-fiction ?	Je ne suis pas fan de ça.
Où travailles-tu ?	L'autre côté de la ville
Est-ce que tu envisagerais de vivre à Brooklyn ?	Ce serait une belle région pour vivre
Comment s'est passé ton voyage ?	Le temps est passé très vite.
Es-tu allergique aux chats ?	Je prends des médicaments pour cela.
Tu prévois de prendre des vacances bientôt ?	J'y suis allée le mois dernier.
Ta maison a une piscine ?	Nous avons un jacuzzi.
Tu aimes le reggaeton ?	Je ne dirais pas que je le fais
Tu aimerais vivre dans le centre-ville ?	Je voudrais
As-tu vu l'ancien quartier ?	Pas depuis que j'ai sept ans.
Travailles-tu les week-ends ?	Je travaille un week-end sur deux.
As-tu déjà lu un roman policier ?	Encyclopedia Brown était ma série préférée en grandissant.
Tu possèdes un animal de compagnie ?	J'ai déménagé ici pour pouvoir avoir un jardin pour mon chien.
Tu as des enfants ?	Jusqu'à présent, je ne suis pas un père.
As-tu des enfants ?	J'ai deux enfants adultes.
Es-tu admissible à une promotion ?	Je le serai l'année prochaine.
T'as déjà lu les bouquins The Witcher ?	Les livres valent-ils la peine si tu as déjà vu la série télévisée ?
Tu veux marcher jusqu'à l'arrêt de bus ensemble ?	Un ami me dépose.
As-tu pensé à ton trajet pour aller au travail ?	Les trajets domicile-travail sont faciles là-bas.
S'agit-il d'une entreprise nouvellement créée ?	C'est une entreprise établie.
Tu veux rejoindre le rallye ce week-end ?	Si c'est pour une cause à laquelle je crois.
Tu as faim ?	Je pourrais manger quelque chose
Tu peux manger des aliments épicés ?	Tant que j'ai du lait pour le faire descendre.
Tu veux aller faire la fête ce soir ?	Cela dépend de l'endroit où se trouve la fête.
Es-tu heureuse de l'équilibre entre ton travail et ta vie privée ?	Je pourrais utiliser un peu moins de vie et beaucoup plus de travail.
As-tu une limite de ce que tu veux payer ?	150 000 $ est ma limite pour payer.
Peux-tu gérer le trajet domicile-travail ?	J'aime lire dans le métro.
As-tu apprécié la variété de nourriture à volonté que nous avons eue la semaine dernière ?	Beaucoup de plats étaient trop assaisonnés.
As-tu déjà joué de la guitare basse ?	Seulement électrique.
Tu aimes aller à des concerts ?	Cela dépend de qui joue.
As-tu joué d'un instrument à l'école ?	J'ai joué de la guitare pendant quelques années.
Tu es un fan des classiques ?	Je n'ai pas lu de classiques depuis le collège.
Tu viens souvent ici ?	C'est une région formidable.
Tu aimes faire des promenades ?	Si le paysage est bon !
Tu aimes le quartier de la ville où il se trouve ?	C'est plus proche de ma maison.
Tu veux apprendre à danser la samba ?	Ma mère m'a appris à danser la samba quand j'étais petite.
Tu es fatiguée de ton voyage ?	Le vol a semblé très long.
Devras-tu partager l'appartement avec quelqu'un ?	Je suis trop vieille pour avoir des colocataires.
Peux-tu supporter le coût de la vie là-bas ?	J'ai la chance d'avoir un bon travail.
Tu aimerais vivre dans les quartiers chics ?	C'est mon premier choix.
Tu as déménagé ici avec ta famille ?	Mes colocataires sont mes cousins.
Tu aimes le bowling ?	Je préfère aller faire une longue promenade.
Ton travail est trop stressant ?	Cela a été trop pour moi.
As-tu apprécié la variété de nourriture à volonté que nous avons eue la semaine dernière ?	J'aime manger des aliments différents chaque jour.
Tu aimes t'asseoir dans un restaurant ?	Je préfère un café en plein air.
Tu veux t'arrêter pour boire un verre avec moi ?	J'aimerais beaucoup
Tu as un vélo ?	Mon vélo est ma fierté et ma joie.
Est-ce que tu fumes beaucoup ?	J'essaie d'arrêter.
Tu vas aller à la salle de sport aujourd'hui ?	Aujourd'hui, c'est le jour des jambes.
Tu cherches un nouveau défi ?	J'en ai marre de m'occuper.
Quel type de nourriture aimes-tu manger ?	J'aime manger des salades.
Tu es à la recherche d'un nouvel emploi ?	J'ai fait une demande active.
Tu t'intéresses aux films ?	J'ai une liste de films longue d'un kilomètre.
Ton déménagement a-t-il été facile ?	Je viens de déménager de la banlieue, alors ce n'était pas trop mal.
Tu veux sortir avec nous ?	J'ai des week-ends libres.
Tu aimes les solos de batterie ?	Je préfère les solos de guitare.
Préfères-tu travailler à distance ?	Cela ne me dérange pas.
Tu aimes le Rock and Roll ?	J'avais l'habitude de l'être mais plus maintenant.
Est-ce que tu apprécies ton travail ?	Travailler à la maison a été un défi.
Tu as des enfants ?	Mon conjoint et moi avons décidé d'attendre quelques années.
As-tu lu le nouveau Stephen King ?	Je ne suis pas un fan de l'horreur.
Tu as prévu un week-end chargé ?	En ce moment, c'est plutôt calme
Tu aimes aller aux matchs de baseball ?	Quand les billets sont bon marché.
As-tu gardé le contact avec l'un de nos autres voisins ?	J'ai déménagé si loin que je ne vois personne.
As-tu aimé la série Harry Potter ?	Je ne suis pas un fan de lui
Tu aimes la nourriture chinoise ?	Je préfère la nourriture thaïlandaise.
Tu as un moyen de rentrer chez toi ?	Je rentre à pied.
Viens-tu d'un endroit proche de celui où tu vis maintenant ?	Je viens du Canada.
Tu as déjà lu Hunger Games ?	Je préférais les films.
Tu aimes les romans d'amour ?	Seulement si ce sont des romans graphiques.
Tu as des animaux de compagnie ?	Nous avons un aquarium.
Comment s'est passé ton voyage ici ?	C'était mieux que ce que j'attendais.
Le nouveau travail t'offre-t-il plus d'argent ?	Je vais en prendre un tout petit peu plus.
Cela vaut-il la peine d'acheter plutôt que de louer ?	J'ai été locataire toute ma vie.
As-tu déjà essayé la nourriture mexicaine ?	J'adore la nourriture mexicaine.
Ta famille va bien ?	Ils sont heureux et en bonne santé.
Tu as déménagé de l'extérieur de la ville ?	J'ai vécu toute ma vie dans ce quartier de la ville.
Tu regardes beaucoup de films ?	La dernière fois que j'ai regardé un film, c'était il y a des années.
Tu veux commander une pizza ?	Je meurs d'envie de manger une pizza.
Préfères-tu manger plus tard dans la soirée ?	J'ai l'habitude de dîner tôt.
Es-tu le premier propriétaire de cette maison ?	Nous l'avons construit nous-mêmes.
Tu as un travail à New York ?	Je travaille là-bas depuis des années.
Tu veux manger de la cuisine locale ?	Si c'est sain.
Tu aimes la musique classique ?	Je ne suis pas un grand fan.
As-tu déjà fait un de ces labyrinthes mystérieux ?	Je me suis perdue dans l'un d'eux.
Tu veux venir manger chez nous ?	Ce serait génial.
Tu as déjà obtenu ton diplôme ?	Il ne reste qu'un an !
Tu aimes le crime et le mystère ?	S'ils ne sont pas trop violents.
Et si tu regardais un film ?	Un film semble génial.
C'est à Brooklyn ?	C'est en effet
Que fais-tu dans la vie ?	Fais de la musique
Tu aimes faire du sport ?	J'aime plutôt les regarder.
On peut aller se promener ?	Ce sera agréable de me dégourdir les jambes.
Tu aimes manger des plats épicés ?	J'aime mettre beaucoup de piments sur mes plats.
Hé, tu vas voir ce nouveau film ce week-end ?	Cela dépend de mon degré d'occupation.
Tu veux appeler des agents immobiliers ?	J'en ai déjà trouvé un.
La musique t'aide-t-elle à te détendre ?	Quand c'est un instrument lent.
Tu aimes lire de la science-fiction ?	Quand cela se passe dans un futur lointain.
As-tu assisté à un concert de l'orchestre ?	Je ne suis pas un fan de la musique instrumentale.
As-tu essayé différents aliments ethniques ?	Je mange souvent du chinois.
As-tu déjà lu Neil Gaiman ?	Jamais entendu parler de lui.
Tu es une transplantation récente dans ce quartier ?	Je suis ici depuis un mois
Tu envisages de te lancer dans le même domaine ?	Je veux rester dans ce domaine.
Dois-je réserver une table dans mon restaurant préféré demain soir ?	Seulement s'ils servent du sans gluten.
Veux-tu aller à la symphonie ?	Cela pourrait être amusant
Tu veux aller au centre commercial ?	nous pourrions aussi bien
Tu viens de déménager au Texas ?	Je suis née à Houston.
Tu as eu du mal à venir ici ?	C'était plus difficile que ce que j'avais imaginé.
Connais-tu le quartier ?	Je n'ai encore rencontré personne d'autre.
Tu veux rejoindre un sport d'équipe ?	Je préfère faire du sport toute seule.
Tu aimes la musique sereine et calme ?	J'écoute beaucoup de musique calme
As-tu de la famille qui vit près d'ici ?	Ils vivent assez loin
As-tu décidé lequel tu veux ?	J'ai fait une offre sur l'un d'entre eux.
Tu crois que tu peux trouver un emploi à New York ?	Je l'espère bien
Tu essaies d'être plus indépendante ?	J'ai besoin d'un meilleur salaire pour pouvoir me payer mon propre appartement.
Tu as une buanderie ?	Je vais devoir utiliser une laverie automatique.
C'est la première fois que tu vis dans cet État ?	J'ai déjà vécu ici deux fois.
Tu aimerais vivre sur une ligne de bus ?	Cela dépend de la fréquentation de la ligne de bus.
Tu aimes la musique actuelle ?	Quand ils chantent à la clé.
Ta mère va bien ?	Elle est heureuse de son jardinage.
Tu avais beaucoup de réunions avant ?	Nous avions au moins deux réunions par jour.
Tu aimes être choquée par une fin ?	Le rebondissement doit être vraiment inattendu, sinon c'est juste ringard.
Je m'ennuie tellement, tu veux aller t'amuser ?	Je préfère aller me coucher.
Tu aimes faire des randonnées ?	J'ai pensé à essayer.
As-tu lu les livres de Harry Potter ?	Je ne suis pas une grande fan de Poudlard.
Aimerais-tu aller camper ce week-end au parc ?	Ce serait amusant.
L'appartement est-il situé près de ton travail ?	C'est dans le même quartier.
Tu prévois un week-end chargé ?	Nous avons de la compagnie qui arrive.
Est-ce que New York est un endroit agréable ?	C'est un centre culturel que j'adore !
Tu aimes l'huile de truffe ?	L'huile de truffe me retourne l'estomac.
Vas-tu déménager ?	Ce serait génial.
Tu t'intéresses aux livres éducatifs ?	Je préfère les bandes dessinées.
Aimerais-tu faire du tourisme en ville ?	C'est une excellente idée.
Tu as le droit de manger des pâtes pendant ton régime ?	Aucun aliment n'est restreint dans mon régime.
Tes enfants vivent-ils toujours avec toi ?	Ils sont à l'université maintenant.
Es-tu devenu chirurgien ?	Je suis devenue médecin généraliste à la place
Utiliserez-vous les transports en commun ?	C'est le meilleur moyen de se rendre au travail à New York.
Comment va ta famille ?	ils sont très bien
Tu as besoin qu'on te ramène chez toi ?	Je prends un taxi avec des amis.
As-tu déjà écouté Papa Roach ?	Je n'ai pas entendu parler de Papa Roach
Tu aimes Jane Austen ?	Elle va bien
Tu veux dormir chez moi ?	C'est une offre bizarre.
As-tu fréquenté l'école secondaire du quartier ?	Nous avons déménagé dans un autre État avant que je n'entre au lycée.
Tu aimes sortir dans les bars ?	Quand c'est l'happy hour.
Tu aimes t'asseoir dans un restaurant ?	J'aime sortir pour manger, mais rester à la maison est aussi agréable.
Tu t'intéresses aux biographies ?	certains d'entre eux, je
Travailleras-tu du lundi au vendredi ?	Mon emploi du temps sera flexible : je peux travailler quand je peux faire mes heures.
Tu veux faire un roadtrip vendredi ?	Cela semble amusant !
Comment s'est passée ta journée ?	C'est intéressant que tu poses cette question.
Tu vis toujours à Elm St ?	Je n'ai pas été dans cette rue depuis des années.
Est-ce que tu travailles à proximité ?	Je travaille à la maison.
Tu veux faire du tourisme ce week-end ?	Montre-moi tous tes endroits préférés !
As-tu eu une bonne vie jusqu'à présent ?	La vie a été très gentille avec moi.
Tes paiements seront-ils à peu près équivalents à ce que tu paies pour ton loyer en ce moment ?	ils seront similaires
Est-ce que tu t'entends bien avec tout le monde dans cette rue ?	Je n'ai pas rencontré beaucoup de gens.
Tu aimes les illustrations ?	Les images dans les livres sont amusantes.
Tu veux prendre un café un de ces jours ?	J'adore ce café au coin de la rue.
As-tu essayé la cuisine internationale ?	J'aime la variété et essayer de nouvelles choses.
Tu aimes manger du fast-food ?	J'adore les hamburgers.
Tu veux aller chercher de la nourriture ?	c'est une bonne idée
Tu aimes la musique salsa ?	J'aime quelques artistes.
Tu aimes regarder des films ?	J'aime regarder des comédies romantiques.
Tu aimes la non-fiction ?	Je préfère la fiction.
Tu aimes faire de l'exercice ou tu fais de l'athlétisme ?	Je m'entraîne tous les jours.
Est-ce que tu chantes dans les bars karaoké ?	Je me suis mis dans l'embarras plusieurs fois.
C'est la maison de tes rêves ?	Mon rêve est de vivre à la campagne.
Tu aimes la cuisine italienne ?	Oh, tu dois essayer ma sauce pour les pâtes, je la perfectionne depuis des années.
As-tu dansé au dernier concert auquel tu es allée ?	Je l'ai certainement fait
Tu aimes la musique country ?	La country est le genre de musique que je préfère le moins.
Tu aimes les musées ?	Quand je voyage, j'aime leur rendre visite.
Tu as des animaux de compagnie ?	Mon chien est sous le porche.
Veux-tu manger dans mon endroit préféré ?	Une bonne recommandation est toujours bonne
Préférerais-tu un club à un festival de musique ?	Tant que le club n'est pas bondé.
Tu as un budget de dépenses ?	J'économise pour une maison.
Tu as passé une bonne semaine ?	J'ai dû traiter avec beaucoup de clients difficiles.
Tu es nouveau dans cette région ?	Viens d'arriver
Travaillez-vous les week-ends ?	Cela dépend de mon tour de travail.
Tu aimes voyager ?	Je préfère me détendre à la maison.
Tu veux prendre un café ?	Ce serait génial de passer du temps à apprendre à se connaître.
Es-tu devenu un enseignant ?	En fait, je suis un chef.
Est-ce que tu aimes l'histoire de la guerre ou l'histoire mondiale ?	Cela peut être fascinant.
Tu aimes aller au cinéma ?	J'irais tous les jours si je pouvais.
As-tu déjà pris un jour de congé maladie alors que tu n'étais pas réellement malade ?	Je l'ai déjà fait lorsque j'avais une urgence.
As-tu toujours travaillé dans ce domaine ?	J'ai commencé dans un autre domaine.
Cela t'intéresserait-il d'aller dans un bar ?	La nuit, j'allais
As-tu aimé lire des livres de non-fiction à l'école ?	J'ai toujours pensé qu'ils étaient secs à l'époque.
Ta semaine s'est bien passée ?	C'était une semaine décente.
Es-tu libre ce soir ?	Je pense que je suis
Tu veux sortir avec nous ?	Je suis occupé.
As-tu assisté à un concert en direct ?	Tellement de fois.
Tu es fan de nourriture épicée ?	Je préfère les plats doux.
Tu dois généralement travailler tard ?	Lorsque j'ai une grosse charge de travail.
Viens-tu d'un endroit proche de celui où tu vis maintenant ?	J'ai grandi en dehors du pays.
Veux-tu aller faire du vélo samedi ?	Si j'ai un jour de congé.
Apprécies-tu toujours les films d'horreur ?	J'ai grandi en sortant de ma phase d'horreur.
As-tu participé à des festivals ?	J'ai toujours voulu en voir un.
Tu veux aller nager ?	J'aimerais que
Tu aimes la musique country ?	Je déteste la musique country
Tu veux prolonger cette conversation autour d'un dîner ce soir ?	Je pense que j'aimerais ça
Tu veux caresser mon chien ?	Si ton chien est d'accord avec cela.
Es-tu resté en contact avec quelqu'un que nous connaissions ?	Sarah et moi traînons ensemble de temps en temps.
Sais-tu combien coûtent généralement les appartements ?	Celles que j'ai vues sont toutes dans mon budget.
Tu aimes cuisiner ou faire de la pâtisserie ?	J'aime cuisiner ou faire de la pâtisserie quand je ne suis pas occupée.
Vas-tu y aller de nuit ce week-end ?	Je ne suis pas prévue pour l'équipe de nuit avant le mois prochain.
T'as déjà lu Harry Potter?	Je n'aime pas lire les livres pour enfants.
As-tu pu voir le listing de la foire aux livres ?	Je n'ai pas pu trouver où il a été posté.
Préfères-tu lire de la fiction ?	Toujours des fictins
Tu aimes l'alcool ou le vin avec le dîner ?	Je dois prendre du vin avec le dîner.
Préfères-tu les fins heureuses ?	Ce sont mes préférés.
As-tu joué du violoncelle ?	Je n'ai jamais
Tu passes beaucoup de temps dans un bureau ?	Je suis tout le temps dans un bureau.
Tu as épousé ton amour de lycée ?	Il s'est enfui en Californie pour écrire de la musique.
Est-ce qu'elle donne sur Central Park ?	C'est de l'autre côté de la rue.
Tu t'intéresses à l'alimentation végétalienne	Je ne peux pas dire que je le suis.
À quelle heure es-tu arrivée ici ?	Cela fait une heure que je suis là.
Tu aimes les livres de thrillers criminels ?	Je les aime
Tu es malheureuse dans ton travail actuel ?	Je suis très heureuse là-bas.
Tu as apprécié ton vol ?	c'était assez bon
Tu veux manger des plats épicés ?	Seulement si ce n'est pas trop épicé.
Tu veux de la pizza ce soir ?	Je pense qu'un hamburger irait bien aujourd'hui.
Apprécies-tu un genre de livres ?	La fantaisie est ma préférée.
Tu aimes Thom Yorke ?	C'est l'un de mes musiciens préférés.
As-tu des frères et sœurs ?	Deux frères et une sœur.
Préfères-tu un patio ?	J'aime avoir un endroit pour mettre mes plantes.
Tu aimes les événements sportifs ?	J'aime certains événements sportifs.
Tu aimes la musique du top 40 ?	Seulement quelques chansons.
Tu as une station de musique préférée ?	J'aime beaucoup de stations
Est-ce que New York est un endroit abordable pour acheter ?	Ce n'est pas l'endroit le moins cher pour vivre.
Tu aimes la musique douce ?	Je préfère la pop à rebondissements.
Tu conduis ce soir ?	Je vais marcher
Tu veux travailler plus près de chez toi ?	Le salaire est plus important pour moi que la distance.
As-tu un long trajet à faire pour te rendre sur ton lieu de travail ?	Je conduis pendant 1 heure dans chaque sens.
Est-ce que tout va bien ?	En fait, je suis très triste.
As-tu déjà essayé Sweetish Hill sur la 6e ?	Cela a l'air délicieux.
Tu as envie de partager une pizza avec moi ?	Si partager signifie que je reçois 3/4.
Tu as passé une bonne journée de travail ?	C'était un peu dur.
Tu cherches à vivre dans un quartier spécifique ?	J'ai besoin d'être en dessous de la 14ème rue.
Préfères-tu les livres cartonnés ?	J'aime les petits livres de poche à mettre dans mon sac à main.
Écoutes-tu la radio ?	J'utilise Spotify.
Tu aimes regarder les matchs des Seahawks ?	Je ne suis pas un fan des Seahawks,
Quels sont tes projets pour ce soir ?	Aucun plan pour ce soir
Tu as déjà une belle maison ?	Nous louons un appartement.
Tu aimes les hamburgers et les frites ?	c'est très savoureux
Peux-tu voir Times Square ?	Pas depuis mon appartement.
Est-ce que c'est dans une zone sûre ?	Je n'ai pas remarqué de patrouilles la nuit.
Veux-tu emprunter Robinson Crusoé ?	J'ai une copie de la mienne.
Tu vis ici depuis longtemps ?	Quelques années.
As-tu déjà lu Neil Gaiman ?	J'ai lu Coraline quand j'étais enfant.
Pouvons-nous nous arranger pour nous revoir bientôt ?	Voici mon numéro.
Quel type de nourriture aimes-tu manger ?	Mon préféré est le curry.
As-tu rejoint l'application de voisinage ?	Je ne connais pas cette application.
Tu pars aussi ?	Je dois y retourner et finir.
Tu aimes faire des promenades ?	C'est la meilleure chose à faire pour se détendre.
Longue semaine ?	Ça a passé assez vite.
Tu es nouveau dans cette région ?	J'ai atterri il y a seulement 5 jours.
Tu as des enfants ?	quatre.
Tu as un chien ?	J'ai un husky qui s'appelle North.
Tu vas sortir d'ici ?	Je pars maintenant.
Tu aimerais prendre un café ensemble ?	J'ai déjà des projets.
Choisis-tu les livres en fonction des critiques des lecteurs ?	Je suis toutes les critiques que je peux.
Ton travail était-il stressant ?	C'est trop pour moi.
Tu veux aller à un concert des Jonas Brothers avec moi ?	Ils sont ringards
Tu aimes l'idée de t'inscrire auprès d'agents de recrutement ?	Cela dépend s'ils profitent de moi ou non.
Tu as l'intention de rentrer chez toi ?	Je n'ai pas encore de projets.
Est-ce que tu bois encore ?	J'adore faire la fête.
Dois-je réserver une table dans mon restaurant préféré demain soir ?	Je préfère rester à l'intérieur.
Est-ce que tu envisagerais un endroit moins cher ?	Ce sont les moins chers que j'ai trouvés jusqu'à présent.
Est-ce que tu travailles dans le coin ?	Ce n'est pas trop loin.
Tu veux prendre un café ?	Je suis assez occupée en ce moment.
Tu aimes les biographies ?	Je le fais pour certains auteurs
Tu travailles ici ?	Je travaille à proximité.
Est-ce que tu voyages ?	Quand je dois rencontrer un client quelque part.
Est-ce que je suis la même que tu pensais que je serais maintenant ?	Un peu différent
Tu aimes le Mexique ?	La nourriture mexicaine contient beaucoup de haricots.
La pizza te convient-elle ?	Seulement si on en prend un au pepperoni.
Tu veux t'incruster chez un ami ?	Je serai bien chez moi.
Tu es un fan de musique alternative ?	C'est la meilleure musique que nous ayons eue au cours des 50 dernières années.
Tu veux qu'on se retrouve plus tard pour rattraper le temps perdu ?	Es-tu libre pour le déjeuner vendredi ?
Tu as des projets de vacances ?	Cela dépend si je peux obtenir du temps libre au travail.
Viens-tu souvent ici ?	C'est ma première fois.
Est-ce que tu y vivrais à nouveau si tu en avais l'occasion ?	Tu ne pourrais pas me ramener ici même si tu essayais.
Est-ce que tu peins ?	Je n'ai pas le matériel nécessaire.
Est-ce que tu retrouves tes amis le week-end ?	S'ils sont libres
Tu aimes les animaux ?	J'ai dix chats.
As-tu mangé ?	Je suis affamé.
Tu dois travailler ce week-end ?	Seulement si on m'appelle.
Serais-tu intéressé par une soirée piscine ?	Ce serait amusant.
Tu aimes tes collègues ?	Je m'entends bien avec tous mes collègues de travail.
Tu aimes les thrillers ?	Les livres de voyage sont mes préférés.
Tu aimes la musique pop ?	Le Top 40 est amusant à chanter.
Est-ce que c'est dans un quartier dont j'ai entendu parler ?	Seuls les locaux sont au courant.
Vas-tu toujours chez le marchand de glaces que nous avons aimé ?	quand j'ai le temps
Tu aimes regarder des films au cinéma ?	Je préfère les regarder sur grand écran.
Tu aimes la fiction ?	Cela dépend de l'auteur.
Te considères-tu comme un lecteur de fiction ?	Je suppose que je serais
Vas-tu trouver un endroit proche de ton lieu de travail ?	Si c'est dans le quartier, ce serait génial.
Tu t'inscris à la parade de Noël ?	J'ai mon costume prêt.
Est-ce qu'un long roman te convient ?	Cela dépend du sujet
Tu aimes le basket ?	Je préfère le football.
As-tu besoin d'acquérir de nouvelles compétences pour ce nouveau travail ?	Cela dépend si j'ai envie d'une promotion.
Je peux t'acheter des ailes de poulet ?	Je préférerais des lanières de poulet.
Tu aimes les romans policiers ?	J'aime à quel point ils sont déroutants.
As-tu entendu parler d'attractions à proximité qui t'intéressent ?	J'ai une liste que j'aimerais voir.
Tu aimes travailler seul ou en équipe ?	Je préfère travailler en équipe.
Tu vas sortir pour boire un verre ?	Je ne bois plus.
As-tu déjà joué d'un instrument ?	J'avais l'habitude de prendre des cours de guitare.
Tu es allé à l'école de médecine ?	Je suis dentiste maintenant.
Tu es une passionnée de jazz ?	J'en sais plus sur la pop.
Pourras-tu rester une semaine ?	Je suis ici pour une semaine.
Tu aimes les aliments épicés ?	Je préfère quelque chose de plus doux
As-tu déjà pratiqué des sports collectifs ?	J'aime la natation plutôt que les sports d'équipe.
As-tu consulté les nouveaux livres de nouvelles publiés récemment ?	Qu'as-tu pensé d'eux ?
Tu aimes faire des sports d'équipe ?	Quand mon équipe gagne.
Tu aimes les livres de Steven King ?	C'est un bon écrivain.
Tous nos vieux amis te manquent-ils ?	Ann et toi me manquent souvent !
Tu aimes les contenus effrayants ?	Je préfère les classiques de la romance.
Est-ce que New York est un endroit agréable ?	C'est magnifique au printemps.
Tu es fatiguée ?	Je suis essuyé.
Tes enfants vivent-ils toujours avec toi ?	Ils sont tous deux à l'université.
Tu veux trouver un restaurant ?	Cela semble être une bonne idée
Ta fascination pour les lectures sur le travail indépendant est toujours ton rêve ?	Je n'ai plus envie de travailler à mon compte.
Tes collègues ne soutiennent pas ton style de travail ?	Je trouve que je suis différente.
Lis-tu des livres sur un eReader ?	J'ai quelques textes pour apprendre des langues que je lis sur mon téléphone et mon ordinateur.
Es-tu célibataire ?	Je suis mariée maintenant.
Vas-tu souvent au cinéma ?	Il n'y a rien que j'aime plus que les week-ends.
Tu es un fan de sushi ?	Je ne peux pas manger de poisson cru.
Ta mère fait toujours ces délicieux cookies aux pépites de chocolat ?	J'en ai avec moi -- tu en veux un ?
As-tu visité l'un des sites touristiques locaux ?	J'ai vu certains d'entre eux
Tu aimes l'art en plein air ?	Quand ce n'est pas de l'art moderne.
As-tu mangé quelque chose de génial la semaine dernière ?	J'ai préparé une casserole très savoureuse la semaine dernière.
Tu veux qu'on se retrouve pour dîner ?	Allons au steakhouse demain soir.
Tu as hâte d'être au week-end ?	Tout jour de congé est un bon jour.
As-tu lu le dernier livre de Stephen King ?	J'ai lu tout ce qu'il a écrit.
Tu veux aller au cinéma ce soir ?	J'aimerais beaucoup
Tu préfères les gâteaux ou les tartes ?	Pourquoi pas les deux ?
Est-ce que tu manges à l'extérieur pendant les week-ends ?	J'essaie généralement de
As-tu terminé le projet à temps ?	J'étais en avance d'un jour
As-tu essayé le nouveau restaurant thaïlandais à la Galleria ?	Je n'y suis pas encore allée
As-tu déjà lu Neil Gaiman ?	Qui est-il ?
Est-ce que tu travailles de 9 à 5 ?	Je travaille en plusieurs équipes.
Tu veux du fast-food ?	Je préfère aller dans un endroit agréable.
Tu veux regarder un film ensemble ?	Allons voir cette nouvelle science-fiction.
As-tu l'intention de voir ce nouveau film ?	Je doute que je puisse jamais trouver le temps.
Tu aimerais qu'on se rencontre un jour ?	Ce serait génial.
Tu vas rendre visite à des amis ou à de la famille ?	J'espère voir ma tante demain.
Tu aimes jardiner ?	J'adore faire pousser des fleurs dans mon jardin.
